Record_ID,Date,Country,Population,New_Cases,New_Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccinations,Positivity_Rate,Hospitalized,ICU_Patients
2136,2022-07-24,Australia,146414512,40389,17,29878.0,10511,282723,72404868.0,0.1429,8163.0,48
2137,2022-07-25,Brazil,67086917,26633,226,18703.0,7930,506027,40910047.0,0.0526,5686.0,469
2138,2022-07-26,Germany,60147502,18315,109,18212.0,103,219780,45040892.0,0.0833,14260.0,296
2139,2022-07-27,USA,161985126,25342,456,18350.0,6992,304104,26941956.0,0.0833,13386.0,364
2140,2022-07-28,Italy,120221063,29001,153,4781.0,24220,493017,114163771.0,0.0588,24598.0,194
2141,2022-07-29,Australia,7181152,35472,783,17665.0,17807,390192,5648143.0,0.0909,28616.0,404
2142,2022-07-30,Italy,141642832,22432,329,21754.0,678,448640,136246920.0,0.05,12710.0,429
2143,2022-07-31,USA,119699332,39751,210,15309.0,24442,357759,94416318.0,0.1111,39384.0,428
2144,2022-08-01,UK,188617283,44779,386,33744.0,11035,761243,55601280.0,0.0588,20592.0,180
2145,2022-08-02,Italy,109743817,17966,254,8442.0,9524,215592,50928119.0,0.0833,15391.0,491
2146,2022-08-03,USA,7516533,44989,957,8072.0,36917,539868,5414655.0,0.0833,29638.0,365
2147,2022-08-04,India,6873183,25484,585,14174.0,11310,407744,3195815.0,0.0625,16087.0,223
2148,2022-08-05,Germany,195395183,29184,931,,13898,204288,,0.1429,,117
2149,2022-08-06,Brazil,73241790,24025,933,15510.0,8515,480500,21219581.0,0.05,7180.0,437
2150,2022-08-07,Japan,158167505,42271,529,3009.0,39262,464981,9742409.0,0.0909,23892.0,24
2151,2022-08-08,France,62359027,5896,724,4596.0,1300,41272,41302147.0,0.1429,410.0,128
2152,2022-08-09,Germany,22274949,34423,954,17702.0,16721,654037,5000594.0,0.0526,9282.0,439
2153,2022-08-10,Germany,118009343,18252,891,12157.0,6095,219024,54957378.0,0.0833,5460.0,266
2154,2022-08-11,Germany,18925825,15192,892,13681.0,1511,91152,5903698.0,0.1667,8977.0,240
2155,2022-08-12,USA,114619067,11005,241,10724.0,281,121055,80884211.0,0.0909,1103.0,395
2156,2022-08-13,Australia,28248964,17632,836,11776.0,5856,141056,26140892.0,0.125,12089.0,370
2157,2022-08-14,Canada,49029541,10008,546,6948.0,3060,120096,586967.0,0.0833,2814.0,392
2158,2022-08-15,Brazil,74105027,33636,832,32279.0,1357,201816,52855703.0,0.1667,10944.0,24
2159,2022-08-16,Italy,126914185,10217,866,8050.0,2167,122604,115653844.0,0.0833,6016.0,293
2160,2022-08-17,UK,75967863,30304,251,15397.0,14907,303040,14747331.0,0.1,5311.0,327
2161,2022-08-18,India,163674772,49447,43,45052.0,4395,840599,36481520.0,0.0588,18822.0,235
2162,2022-08-19,France,142973647,32109,693,7394.0,24715,545853,108420667.0,0.0588,15290.0,492
2163,2022-08-20,Japan,174772565,34056,362,7501.0,26555,442728,140518019.0,0.0769,10937.0,257
2164,2022-08-21,Italy,135144364,8273,824,7677.0,596,91003,19707744.0,0.0909,6021.0,431
2165,2022-08-22,Japan,81112462,7571,618,165.0,7406,136278,51347982.0,0.0556,2453.0,191
2166,2022-08-23,Japan,7409124,20614,498,14103.0,6511,103070,1808335.0,0.2,4822.0,230
2167,2022-08-24,UK,159492322,49725,767,40561.0,9164,696150,106397284.0,0.0714,9326.0,8
2168,2022-08-25,Australia,61954037,28772,258,12822.0,15950,489124,31296154.0,0.0588,12175.0,451
2169,2022-08-26,Brazil,55946703,30362,133,16738.0,13624,182172,16466233.0,0.1667,29394.0,327
2170,2022-08-27,Japan,28188443,19360,383,17620.0,1740,309760,15605811.0,0.0625,14201.0,39
2171,2022-08-28,Australia,161587878,19264,363,2469.0,16795,385280,10878189.0,0.05,2220.0,180
2172,2022-08-29,USA,89973569,12679,317,4377.0,8302,126790,1483935.0,0.1,2391.0,381
2173,2022-08-30,UK,191885801,36804,276,32880.0,3924,184020,136769665.0,0.2,34150.0,190
2174,2022-08-31,Italy,7479991,29383,413,18438.0,10945,558277,2910224.0,0.0526,10700.0,145
2175,2022-09-01,Australia,99775533,3336,820,1219.0,2117,26688,58840762.0,0.125,1775.0,390
2176,2022-09-02,Japan,138968212,2369,682,125.0,2244,16583,41159209.0,0.1429,1352.0,338
2177,2022-09-03,Brazil,192735707,28826,749,5150.0,23676,374738,38641680.0,0.0769,24972.0,468
2178,2022-09-04,UK,53703073,6107,631,2963.0,3144,79391,26467696.0,0.0769,343.0,22
2179,2022-09-05,UK,82311862,793,136,594.0,199,14274,76409465.0,0.0556,427.0,409
2180,2022-09-06,India,41707284,27978,560,9360.0,18618,363714,14134199.0,0.0769,2170.0,83
2181,2022-09-07,Australia,11055858,17400,744,1585.0,15815,121800,3675794.0,0.1429,5426.0,473
2182,2022-09-08,Italy,181552855,32340,116,,2620,614460,,0.0526,,190
2183,2022-09-09,Brazil,126876444,16913,590,6080.0,10833,253695,70693706.0,0.0667,9141.0,412
2184,2022-09-10,Australia,160410481,16075,231,2724.0,13351,80375,116466994.0,0.2,4459.0,168
2185,2022-09-11,Germany,137589362,19698,510,6437.0,13261,118188,80622573.0,0.1667,3489.0,421
2186,2022-09-12,Brazil,40720922,36373,228,22024.0,14349,436476,31161838.0,0.0833,6461.0,357
2187,2022-09-13,Italy,146548193,33150,371,6107.0,27043,563550,112552713.0,0.0588,21706.0,153
2188,2022-09-14,USA,22777954,15892,166,5684.0,10208,317840,22242640.0,0.05,12697.0,160
2189,2022-09-15,Japan,16274793,28549,415,,26707,513882,,0.0556,,500
2190,2022-09-16,UK,9212921,21874,960,9738.0,12136,174992,5167506.0,0.125,15942.0,450
2191,2022-09-17,UK,133032871,25974,602,18961.0,7013,441558,57727800.0,0.0588,9386.0,124
2192,2022-09-18,Japan,164899367,10806,344,8198.0,2608,162090,159301959.0,0.0667,1357.0,51
2193,2022-09-19,Japan,23037172,5394,815,,69,48546,,0.1111,,459
2194,2022-09-20,Australia,25780630,45703,663,35749.0,9954,274218,70036.0,0.1667,11637.0,16
2195,2022-09-21,India,36831650,19098,863,7080.0,12018,305568,5873380.0,0.0625,5413.0,457
2196,2022-09-22,Italy,84152551,21636,102,20360.0,1276,151452,5303441.0,0.1429,6.0,420
2197,2022-09-23,Germany,52606218,11136,918,4733.0,6403,222720,7216784.0,0.05,9721.0,149
2198,2022-09-24,Australia,166204597,34477,73,,18641,310293,,0.1111,,80
2199,2022-09-25,UK,173728559,45871,527,39572.0,6299,917420,162801699.0,0.05,45156.0,145
2200,2022-09-26,Australia,9598990,25781,872,14684.0,11097,257810,7929924.0,0.1,11755.0,487
2201,2022-09-27,Germany,137600328,20080,300,6937.0,13143,361440,63115909.0,0.0556,10702.0,107
2202,2022-09-28,USA,65607389,30230,152,7187.0,23043,272070,2469448.0,0.1111,1925.0,300
2203,2022-09-29,USA,32599723,9678,110,2323.0,7355,87102,5010576.0,0.1111,4628.0,394
2204,2022-09-30,Japan,90316048,45070,327,7107.0,37963,540840,64638823.0,0.0833,26861.0,62
2205,2022-10-01,Australia,173955922,43795,965,7612.0,36183,613130,56310208.0,0.0714,43003.0,17
2206,2022-10-02,India,98766699,10258,400,7121.0,3137,164128,8865799.0,0.0625,514.0,430
2207,2022-10-03,Canada,68694579,25530,191,9225.0,16305,485070,53350155.0,0.0526,14732.0,68
2208,2022-10-04,Canada,88753747,48842,989,2483.0,46359,879156,88369598.0,0.0556,37130.0,444
2209,2022-10-05,USA,188865962,12056,7,9367.0,2689,156728,111615741.0,0.0769,7977.0,448
2210,2022-10-06,Italy,90806765,9710,43,7411.0,2299,116520,68824758.0,0.0833,8115.0,490
2211,2022-10-07,India,75588094,13255,738,10298.0,2957,238590,5160548.0,0.0556,10347.0,184
2212,2022-10-08,India,191955646,22476,819,2328.0,20148,359616,90511019.0,0.0625,3427.0,247
2213,2022-10-09,France,135506805,13219,216,10798.0,2421,198285,73402611.0,0.0667,6401.0,455
2214,2022-10-10,Australia,142931262,38698,627,25810.0,12888,696564,10583130.0,0.0556,35856.0,148
2215,2022-10-11,India,145630942,49530,467,46613.0,2917,693420,89283085.0,0.0714,26695.0,301
2216,2022-10-12,Italy,169320500,4115,485,697.0,3418,78185,163412891.0,0.0526,1891.0,472
2217,2022-10-13,India,85605365,38724,228,9281.0,29443,503412,40303235.0,0.0769,15038.0,342
2218,2022-10-14,UK,156575452,16655,404,7960.0,8695,83275,142470190.0,0.2,1328.0,113
2219,2022-10-15,USA,121594610,15661,406,15625.0,36,281898,6410742.0,0.0556,13146.0,411
2220,2022-10-16,Germany,74453256,35078,833,7766.0,27312,175390,67343991.0,0.2,3355.0,254
2221,2022-10-17,UK,156739875,13986,546,3152.0,10834,195804,31104060.0,0.0714,6373.0,287
2222,2022-10-18,Japan,195809309,21534,181,3674.0,17860,236874,3814830.0,0.0909,2610.0,168
2223,2022-10-19,Brazil,174635590,16095,969,8233.0,7862,80475,26698574.0,0.2,15254.0,383
2224,2022-10-20,Brazil,197230769,16920,173,7342.0,9578,219960,111555238.0,0.0769,13973.0,104
2225,2022-10-21,France,196732879,10741,370,9142.0,1599,150374,83078739.0,0.0714,8989.0,327
2226,2022-10-22,USA,19411927,4995,159,4001.0,994,24975,8038011.0,0.2,2212.0,494
2227,2022-10-23,France,49042021,7429,783,3733.0,3696,111435,8149636.0,0.0667,6275.0,427
2228,2022-10-24,USA,144503417,30493,523,26493.0,4000,609860,74705739.0,0.05,11673.0,403
2229,2022-10-25,Germany,25704142,23149,180,10439.0,12710,254639,18297381.0,0.0909,597.0,466
2230,2022-10-26,Brazil,167521778,5663,64,4334.0,1329,50967,91832089.0,0.1111,4276.0,417
2231,2022-10-27,Canada,186094247,35049,198,3678.0,31371,560784,7996452.0,0.0625,25511.0,405
2232,2022-10-28,Brazil,117071909,6787,826,2590.0,4197,115379,28502474.0,0.0588,1557.0,317
2233,2022-10-29,Australia,172124713,31681,792,12468.0,19213,221767,60868060.0,0.1429,18266.0,394
2234,2022-10-30,India,123904028,25380,329,4326.0,21054,406080,26724504.0,0.0625,1192.0,231
2235,2022-10-31,Canada,51487483,243,146,153.0,90,1215,44599224.0,0.2,166.0,173
2236,2022-11-01,USA,112543972,49134,857,48647.0,487,737010,62207404.0,0.0667,8787.0,431
2237,2022-11-02,Brazil,26763724,38970,533,,36792,311760,,0.125,,253
2238,2022-11-03,Canada,149601858,36149,743,13821.0,22328,289192,8718809.0,0.125,16124.0,159
2239,2022-11-04,Germany,145171726,27894,300,26619.0,1275,223152,14740597.0,0.125,21784.0,493
2240,2022-11-05,Canada,37754043,45606,264,20730.0,24876,410454,18835316.0,0.1111,27002.0,38
2241,2022-11-06,Japan,143529114,23841,76,7514.0,16327,333774,80482354.0,0.0714,744.0,13
2242,2022-11-07,Italy,77545770,21479,189,18430.0,3049,193311,70458179.0,0.1111,19645.0,436
2243,2022-11-08,Canada,27876461,23758,116,20640.0,3118,308854,25769762.0,0.0769,10430.0,454
2244,2022-11-09,India,34212705,11968,590,8490.0,3478,83776,15537002.0,0.1429,4530.0,159
2245,2022-11-10,Germany,148695438,49469,554,44249.0,5220,692566,148274818.0,0.0714,6582.0,458
2246,2022-11-11,USA,109353912,49302,953,46633.0,2669,690228,56394418.0,0.0714,43115.0,170
2247,2022-11-12,Italy,73222072,48568,53,39597.0,8971,339976,12658740.0,0.1429,262.0,54
2248,2022-11-13,USA,129037563,2786,480,1307.0,1479,47362,72741232.0,0.0588,1082.0,81
2249,2022-11-14,Brazil,159606122,36778,916,20553.0,16225,257446,89674308.0,0.1429,12132.0,332
2250,2022-11-15,UK,153743861,45920,887,39113.0,6807,229600,126249402.0,0.2,8300.0,86
2251,2022-11-16,France,199068232,44724,521,29088.0,15636,805032,1419081.0,0.0556,17911.0,295
2252,2022-11-17,Japan,196917958,12291,504,3320.0,8971,147492,15937459.0,0.0833,3457.0,313
2253,2022-11-18,Brazil,180014851,25456,197,8162.0,17294,356384,92413703.0,0.0714,13255.0,498
2254,2022-11-19,UK,159583649,26970,932,8020.0,18950,377580,72305838.0,0.0714,20197.0,438
2255,2022-11-20,USA,34460158,46327,430,29616.0,16711,926540,97484.0,0.05,26577.0,302
2256,2022-11-21,Brazil,52315446,48941,259,3636.0,45305,440469,38696045.0,0.1111,41996.0,297
2257,2022-11-22,UK,33206143,43976,254,35296.0,8680,263856,7746230.0,0.1667,3051.0,374
2258,2022-11-23,USA,20380838,44831,404,36118.0,8713,493141,9279446.0,0.0909,37655.0,1
2259,2022-11-24,USA,175980457,13775,734,11961.0,1814,68875,110959363.0,0.2,5592.0,105
2260,2022-11-25,Japan,121010649,9462,150,7443.0,2019,151392,43635741.0,0.0625,6205.0,337
2261,2022-11-26,UK,140282013,44585,281,15526.0,29059,490435,39168888.0,0.0909,25507.0,180
2262,2022-11-27,Australia,51466051,43637,878,233.0,43404,523644,32877527.0,0.0833,17950.0,223
2263,2022-11-28,India,14135467,16522,3,2324.0,14198,313918,2660952.0,0.0526,1952.0,383
2264,2022-11-29,Germany,124144125,34359,296,21001.0,13358,618462,14819849.0,0.0556,9220.0,145
2265,2022-11-30,USA,75981561,11603,436,11378.0,225,232060,71080683.0,0.05,9608.0,232
2266,2022-12-01,Germany,94373389,19870,659,12520.0,7350,377530,26967563.0,0.0526,15624.0,493
2267,2022-12-02,Brazil,105849521,17671,164,1931.0,15740,212052,58804717.0,0.0833,561.0,399
2268,2022-12-03,France,63926898,42285,497,17082.0,25203,507420,63653787.0,0.0833,33403.0,328
2269,2022-12-04,Germany,39840508,7197,274,1289.0,5908,115152,35032721.0,0.0625,5651.0,50
2270,2022-12-05,USA,73964006,43141,528,22811.0,20330,733397,2724561.0,0.0588,37169.0,490
2271,2022-12-06,UK,29754579,15808,920,11175.0,4633,205504,27169364.0,0.0769,12414.0,490
2272,2022-12-07,Australia,180434854,36435,876,1707.0,34728,364350,168448439.0,0.1,34624.0,1
2273,2022-12-08,Canada,41022733,1282,335,148.0,1134,23076,38114550.0,0.0556,2.0,246
2274,2022-12-09,Japan,52920555,12279,111,276.0,12003,171906,48377489.0,0.0714,4115.0,356
2275,2022-12-10,Japan,73998756,38416,204,12074.0,26342,614656,12896972.0,0.0625,30923.0,319
2276,2022-12-11,Australia,53685488,16048,332,15298.0,750,240720,23949855.0,0.0667,12434.0,123
2277,2022-12-12,USA,143938119,21851,504,14394.0,7457,393318,4410763.0,0.0556,3381.0,289
2278,2022-12-13,Australia,37774513,15158,420,961.0,14197,90948,13754589.0,0.1667,6756.0,273
2279,2022-12-14,Brazil,199270553,4758,105,265.0,4493,90402,192852344.0,0.0526,1808.0,377
2280,2022-12-15,India,58588463,14317,379,12731.0,1586,85902,17210507.0,0.1667,9625.0,209
2281,2022-12-16,Canada,33286734,18377,658,3637.0,14740,202147,3136767.0,0.0909,7756.0,313
2282,2022-12-17,Australia,32884522,6128,824,4078.0,2050,73536,1482117.0,0.0833,5644.0,141
2283,2022-12-18,Japan,146243752,10946,673,10842.0,104,218920,58078304.0,0.05,5418.0,51
2284,2022-12-19,Japan,24812959,33010,596,17981.0,15029,429130,3117.0,0.0769,22869.0,478
2285,2022-12-20,USA,96804526,49370,463,12914.0,36456,493700,3610372.0,0.1,41104.0,292
2286,2022-12-21,UK,6734156,43732,281,31114.0,12618,437320,1316626.0,0.1,2962.0,375
2287,2022-12-22,Germany,49155056,12835,847,9410.0,3425,141185,8900525.0,0.0909,7550.0,31
2288,2022-12-23,USA,178613345,29456,231,9185.0,20271,265104,8453275.0,0.1111,23781.0,467
2289,2022-12-24,Japan,195363885,13380,375,3106.0,10274,187320,184350664.0,0.0714,2521.0,352
2290,2022-12-25,Canada,17983368,10424,485,4230.0,6194,52120,5750395.0,0.2,575.0,272
2291,2022-12-26,Brazil,48001905,44855,863,17307.0,27548,358840,5692664.0,0.125,13879.0,37
2292,2022-12-27,Germany,42269186,27200,111,12959.0,14241,326400,11152767.0,0.0833,23386.0,266
2293,2022-12-28,Brazil,192588373,36372,905,1582.0,34790,545580,121616069.0,0.0667,34920.0,338
2294,2022-12-29,Italy,153281722,14128,976,6771.0,7357,254304,46207140.0,0.0556,13708.0,406
2295,2022-12-30,India,120474123,18296,323,9769.0,8527,201256,98437213.0,0.0909,6431.0,207
2296,2022-12-31,Italy,80331862,24610,791,7065.0,17545,467590,12217134.0,0.0526,3779.0,407
2297,2023-01-01,USA,187433154,8308,922,7427.0,881,99696,143221829.0,0.0833,7853.0,202
2298,2023-01-02,Brazil,175390511,38054,729,29193.0,8861,228324,139037334.0,0.1667,35325.0,448
2299,2023-01-03,France,63223453,8285,246,7454.0,831,57995,16206437.0,0.1429,1369.0,173
2300,2023-01-04,France,141948980,35229,95,18213.0,17016,457977,89140934.0,0.0769,8924.0,423
2301,2023-01-05,UK,48864742,2884,437,875.0,2009,31724,9375942.0,0.0909,2862.0,325
2302,2023-01-06,France,24993590,33944,151,4955.0,28989,237608,14164077.0,0.1429,5253.0,377
2303,2023-01-07,India,87393915,30205,168,7879.0,22326,392665,45322842.0,0.0769,1084.0,391
2304,2023-01-08,India,4094957,1790,793,429.0,1361,8950,3619205.0,0.2,171.0,165
2305,2023-01-09,UK,45271430,49647,760,7898.0,41749,347529,5545380.0,0.1429,31508.0,487
2306,2023-01-10,Italy,27376628,28768,802,11106.0,17662,460288,1920909.0,0.0625,846.0,368
2307,2023-01-11,Germany,41204987,23156,320,10736.0,12420,185248,33824215.0,0.125,9572.0,133
2308,2023-01-12,Australia,43754911,5573,558,4362.0,1211,111460,19272578.0,0.05,4278.0,466
2309,2023-01-13,Japan,21563197,9868,179,5134.0,4734,59208,10539904.0,0.1667,7682.0,20
2310,2023-01-14,India,137135346,28487,478,27627.0,860,170922,13113916.0,0.1667,21693.0,133
2311,2023-01-15,Canada,66931195,24765,353,3903.0,20862,371475,5951788.0,0.0667,23720.0,264
2312,2023-01-16,UK,74841041,34736,153,8182.0,26554,590512,16501040.0,0.0588,27064.0,76
2313,2023-01-17,Canada,73319003,33533,233,12454.0,21079,536528,6576388.0,0.0625,20324.0,420
2314,2023-01-18,Australia,46697286,37802,384,35058.0,2744,226812,41944174.0,0.1667,3475.0,208
2315,2023-01-19,Canada,56812164,15754,420,5890.0,9864,299326,41479391.0,0.0526,12886.0,8
2316,2023-01-20,USA,168610598,41696,975,7236.0,34460,416960,33760236.0,0.1,3978.0,137
2317,2023-01-21,USA,13612869,8022,886,4814.0,3208,104286,8868030.0,0.0769,7292.0,284
2318,2023-01-22,France,143080103,48398,5,31254.0,17144,629174,47632548.0,0.0769,31040.0,255
2319,2023-01-23,Japan,67844544,33794,198,9016.0,24778,371734,8612204.0,0.0909,17550.0,124
2320,2023-01-24,Germany,42570164,44105,67,34832.0,9273,749785,41545398.0,0.0588,11198.0,267
2321,2023-01-25,Brazil,154389502,42282,685,22130.0,20152,761076,79882829.0,0.0556,1357.0,124
2322,2023-01-26,France,113689126,49576,734,41023.0,8553,793216,96938683.0,0.0625,28238.0,109
2323,2023-01-27,India,28942222,20288,983,12036.0,8252,142016,15500982.0,0.1429,12785.0,149
2324,2023-01-28,India,170552510,25551,160,13929.0,11622,408816,78010535.0,0.0625,6114.0,206
2325,2023-01-29,Brazil,62492941,47259,691,23074.0,24185,708885,36471601.0,0.0667,19256.0,98
2326,2023-01-30,Germany,196755560,1524,684,1351.0,173,30480,101272948.0,0.05,842.0,405
2327,2023-01-31,USA,76104922,19044,525,180.0,18864,95220,30315274.0,0.2,12070.0,123
2328,2023-02-01,Canada,150274358,45705,512,,33996,457050,,0.1,,238
2329,2023-02-02,Germany,164771192,45691,63,1541.0,44150,685365,10077330.0,0.0667,45011.0,327
2330,2023-02-03,Canada,16441326,19095,244,12390.0,6705,210045,3505384.0,0.0909,6367.0,424
2331,2023-02-04,UK,142254100,16889,601,,10324,135112,,0.125,,412
2332,2023-02-05,Australia,28427570,5902,96,75.0,5827,112138,17656725.0,0.0526,1013.0,278
2333,2023-02-06,USA,13973574,39744,999,26728.0,13016,476928,9954219.0,0.0833,12975.0,252
2334,2023-02-07,Japan,59192044,8828,414,3536.0,5292,105936,2631415.0,0.0833,569.0,370
2335,2023-02-08,Japan,21626745,5496,940,,5012,109920,,0.05,,236
2336,2023-02-09,Brazil,135401205,26686,797,8581.0,18105,133430,2864727.0,0.2,6838.0,420
2337,2023-02-10,Japan,8132131,1926,600,1708.0,218,28890,6531647.0,0.0667,229.0,281
2338,2023-02-11,Canada,35334777,39137,536,38278.0,859,469644,25319578.0,0.0833,30950.0,326
2339,2023-02-12,USA,189666800,32594,270,8698.0,23896,456316,160006889.0,0.0714,31469.0,371
2340,2023-02-13,Canada,112537858,201,158,27.0,174,2211,52581326.0,0.0909,156.0,405
2341,2023-02-14,Italy,93822986,8776,907,7827.0,949,61432,41772295.0,0.1429,1161.0,413
2342,2023-02-15,UK,34064173,34469,654,15671.0,18798,275752,19612128.0,0.125,15161.0,203
2343,2023-02-16,Japan,143240867,31283,351,3822.0,27461,156415,37391355.0,0.2,6380.0,87
2344,2023-02-17,UK,195066500,10333,964,6801.0,3532,92997,19730423.0,0.1111,7393.0,140
2345,2023-02-18,India,90977221,22131,428,19617.0,2514,154917,34245294.0,0.1429,9632.0,66
2346,2023-02-19,Canada,140500602,35134,417,32326.0,2808,562144,5705383.0,0.0625,15574.0,252
2347,2023-02-20,USA,107165297,28093,445,2183.0,25910,168558,69704534.0,0.1667,3817.0,382
2348,2023-02-21,UK,35570848,27952,799,213.0,27739,139760,2829210.0,0.2,1814.0,266
2349,2023-02-22,India,55541309,23679,399,10643.0,13036,165753,54906613.0,0.1429,12657.0,78
2350,2023-02-23,Brazil,184853616,29860,74,19362.0,10498,328460,26828980.0,0.0909,25152.0,111
2351,2023-02-24,France,69189831,22317,364,20612.0,1705,401706,68326999.0,0.0556,6009.0,223
2352,2023-02-25,France,154556222,7128,497,1997.0,5131,142560,113943752.0,0.05,5276.0,462
2353,2023-02-26,India,39277767,40709,215,,34373,529217,,0.0769,,123
2354,2023-02-27,Canada,82606040,36341,5,1751.0,34590,690479,26047525.0,0.0526,19558.0,121
2355,2023-02-28,India,129013346,43719,934,,36063,393471,,0.1111,,119
2356,2023-03-01,USA,174177263,24530,629,811.0,23719,196240,14334544.0,0.125,21857.0,189
2357,2023-03-02,Canada,122207704,45292,710,44109.0,1183,271752,68102004.0,0.1667,36992.0,297
2358,2023-03-03,Brazil,190930761,4249,822,1879.0,2370,59486,154105438.0,0.0714,129.0,365
2359,2023-03-04,Italy,122630234,16727,596,11301.0,5426,284359,101497957.0,0.0588,13786.0,392
2360,2023-03-05,Italy,168633621,37533,827,12901.0,24632,525462,148363892.0,0.0714,29897.0,45
2361,2023-03-06,Italy,141180328,19369,148,1830.0,17539,309904,103105746.0,0.0625,8133.0,75
2362,2023-03-07,Germany,89678674,37050,105,17756.0,19294,185250,67167702.0,0.2,12743.0,488
2363,2023-03-08,Brazil,48009398,12476,110,9446.0,3030,149712,19758973.0,0.0833,7043.0,206
2364,2023-03-09,France,152374816,36690,983,33101.0,3589,660420,6163457.0,0.0556,30997.0,79
2365,2023-03-10,Australia,107835643,41958,120,11997.0,29961,755244,4096369.0,0.0556,11397.0,383
2366,2023-03-11,Italy,58957054,20283,575,12809.0,7474,243396,21862597.0,0.0833,11855.0,332
2367,2023-03-12,India,66487994,34092,141,32946.0,1146,477288,55567052.0,0.0714,22589.0,491
2368,2023-03-13,India,110379979,43488,120,34152.0,9336,782784,45813843.0,0.0556,35995.0,411
2369,2023-03-14,Brazil,40525073,26622,604,1617.0,25005,425952,36540804.0,0.0625,14226.0,338
2370,2023-03-15,Canada,72414179,6127,802,1617.0,4510,104159,50774044.0,0.0588,3333.0,322
2371,2023-03-16,USA,20543216,14197,15,4993.0,9204,283940,14292638.0,0.05,11010.0,425
2372,2023-03-17,Canada,185058425,9549,784,6432.0,3117,143235,153412747.0,0.0667,1969.0,128
2373,2023-03-18,Germany,52550586,17501,408,12621.0,4880,210012,39433920.0,0.0833,16679.0,139
2374,2023-03-19,UK,169051676,2658,875,2538.0,120,26580,128424173.0,0.1,4.0,3
2375,2023-03-20,India,180238738,33678,444,8075.0,25603,572526,16805390.0,0.0588,7653.0,426
2376,2023-03-21,UK,104934834,33023,206,28105.0,4918,231161,89699727.0,0.1429,21944.0,421
2377,2023-03-22,India,7841166,3140,968,2869.0,271,53380,4427611.0,0.0588,2507.0,331
2378,2023-03-23,India,75959816,5249,300,90.0,5159,36743,43136609.0,0.1429,3712.0,208
2379,2023-03-24,Japan,48563864,41257,534,28419.0,12838,783883,43088804.0,0.0526,41089.0,73
2380,2023-03-25,India,14502081,47839,377,33388.0,14451,621907,4531886.0,0.0769,32457.0,225
2381,2023-03-26,Australia,119835019,39245,288,13638.0,25607,392450,7809055.0,0.1,9157.0,371
2382,2023-03-27,India,109238337,26977,687,22717.0,4260,242793,46244783.0,0.1111,18201.0,408
2383,2023-03-28,India,25714723,48880,893,16631.0,32249,977600,12900779.0,0.05,10549.0,289
2384,2023-03-29,France,188711631,39439,68,22168.0,17271,197195,106643742.0,0.2,34965.0,134
2385,2023-03-30,USA,19027613,12797,203,9477.0,3320,243143,7788423.0,0.0526,2173.0,488
2386,2023-03-31,Japan,85342460,23453,732,17842.0,5611,257983,46270369.0,0.0909,3562.0,239
2387,2023-04-01,USA,147212876,5187,475,5100.0,87,57057,44096663.0,0.0909,643.0,308
2388,2023-04-02,UK,44857741,30,12,27.0,3,360,28313200.0,0.0833,26.0,262
2389,2023-04-03,Italy,180753207,20824,135,5498.0,15326,416480,146596034.0,0.05,11303.0,192
2390,2023-04-04,France,33551614,12477,223,5146.0,7331,87339,29910438.0,0.1429,4861.0,157
2391,2023-04-05,Brazil,72027665,38833,50,27778.0,11055,582495,6413678.0,0.0667,25925.0,150
2392,2023-04-06,Germany,137974190,2818,996,2431.0,387,50724,73924919.0,0.0556,216.0,121
2393,2023-04-07,Australia,122262668,13427,698,9329.0,4098,107416,53466917.0,0.125,8752.0,55
2394,2023-04-08,Brazil,39056965,30356,758,4439.0,25917,607120,34453072.0,0.05,29988.0,95
2395,2023-04-09,Italy,21180593,918,853,,165,6426,,0.1429,,423
2396,2023-04-10,Japan,49960483,6706,643,5122.0,1584,87178,34857987.0,0.0769,1405.0,293
2397,2023-04-11,Japan,147599333,22291,752,6192.0,16099,423529,62777526.0,0.0526,7590.0,447
2398,2023-04-12,Japan,145783320,15927,897,,1883,159270,,0.1,,173
2399,2023-04-13,Italy,62447100,37514,768,8047.0,29467,187570,33072998.0,0.2,35690.0,368
2400,2023-04-14,Australia,171899475,28094,412,5788.0,22306,224752,121755269.0,0.125,22941.0,31
2401,2020-01-01,Brazil,109088042,32536,241,3035.0,29501,553112,69562011.0,0.0588,28183.0,405
2402,2020-01-02,Brazil,5150503,23926,782,23853.0,73,406742,4535054.0,0.0588,2764.0,337
2403,2020-01-03,Brazil,46886429,11825,229,1517.0,10308,189200,22004365.0,0.0625,1412.0,201
2404,2020-01-04,Australia,183199793,43224,374,42252.0,972,648360,144706715.0,0.0667,6874.0,351
2405,2020-01-05,Brazil,72110863,26537,583,21611.0,4926,185759,70174055.0,0.1429,2383.0,292
2406,2020-01-06,France,38243833,21455,581,8416.0,13039,407645,2646425.0,0.0526,19353.0,273
2407,2020-01-07,India,184035936,17597,240,3509.0,14088,246358,146760673.0,0.0714,5188.0,64
2408,2020-01-08,France,11143674,21684,817,20573.0,1111,260208,11111777.0,0.0833,14193.0,499
2409,2020-01-09,Brazil,194055811,39205,733,22771.0,16434,548870,174045673.0,0.0714,19538.0,451
2410,2020-01-10,Germany,163563877,22132,866,2153.0,19979,154924,22552371.0,0.1429,11363.0,231
2411,2020-01-11,USA,169058270,35762,519,5755.0,30007,214572,118488903.0,0.1667,23392.0,472
