Date,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Temperature_C,Humidity_pct,WindSpeed_ms,Pressure_hPa
2022-05-19,Mexico City,Mexico,25.22,42.57,28.21,8.71,,49.25,78.0,Moderate,29.2,52.3,3.13,1007.2
2022-05-20,Mexico City,Mexico,35.64,39.07,21.8,9.47,1.044,73.07,101.0,Unhealthy for Sensitive Groups,29.1,41.1,5.14,1018.4
2022-05-21,Mexico City,Mexico,44.0,58.35,25.86,8.72,1.206,68.98,121.0,Unhealthy for Sensitive Groups,29.0,24.1,,1019.1
2022-05-22,Mexico City,Mexico,35.4,58.97,22.02,2.89,1.223,76.88,100.0,Moderate,29.9,33.5,5.38,1018.7
2022-05-23,Mexico City,Mexico,37.45,52.97,20.5,8.55,,77.22,105.0,Unhealthy for Sensitive Groups,25.7,48.0,1.97,1012.9
2022-05-24,Mexico City,Mexico,31.91,,25.73,0.5,1.602,63.36,93.0,,22.8,58.7,5.06,1011.1
2022-05-25,Mexico City,Mexico,19.18,55.19,21.9,7.17,0.867,49.17,65.0,,25.6,46.3,3.34,1013.1
2022-05-26,Mexico City,Mexico,14.74,40.55,22.66,6.4,1.154,78.41,56.0,Moderate,34.0,41.4,5.15,1015.0
2022-05-27,Mexico City,Mexico,27.79,56.03,32.65,6.25,1.145,74.36,84.0,Moderate,27.3,68.9,1.88,1017.2
2022-05-28,Mexico City,Mexico,41.92,57.5,22.32,7.55,0.423,61.93,116.0,Unhealthy for Sensitive Groups,29.4,45.5,1.55,1015.3
2022-05-29,Mexico City,Mexico,25.76,57.91,37.32,6.6,0.698,60.48,79.0,Moderate,25.3,,0.83,1018.8
2022-05-30,Mexico City,Mexico,,58.43,26.89,8.07,0.753,81.95,83.0,Moderate,29.8,52.0,1.34,1020.6
2022-05-31,Mexico City,Mexico,24.68,65.38,27.04,4.57,0.928,67.39,77.0,Moderate,26.1,61.0,1.3,1013.7
2022-06-01,Mexico City,Mexico,39.86,50.38,17.75,8.22,0.663,69.44,111.0,Unhealthy for Sensitive Groups,22.3,58.0,4.66,1017.0
2022-06-02,Mexico City,Mexico,20.72,30.55,26.99,7.21,1.387,80.53,69.0,Moderate,25.3,42.3,4.01,1017.1
2022-06-03,Mexico City,Mexico,41.04,54.6,19.05,5.62,0.439,87.32,114.0,Unhealthy for Sensitive Groups,27.7,25.1,4.55,1012.8
2022-06-04,Mexico City,Mexico,24.32,52.24,25.0,8.4,0.923,77.91,76.0,Moderate,26.6,57.6,0.1,1014.6
2022-06-05,Mexico City,Mexico,,43.9,27.12,5.73,0.728,83.82,63.0,Moderate,24.5,56.0,,1021.2
2022-06-06,Mexico City,Mexico,,56.35,26.18,2.03,0.881,82.12,70.0,Moderate,26.4,60.7,1.22,1005.9
2022-06-07,Mexico City,Mexico,23.03,33.7,25.18,8.41,0.42,69.74,74.0,Moderate,26.9,53.3,1.3,1005.1
2022-06-08,Mexico City,Mexico,28.72,51.09,28.66,12.65,0.591,67.35,86.0,Moderate,28.9,51.3,5.35,1010.6
2022-06-09,Mexico City,Mexico,20.51,59.48,23.18,9.14,0.792,77.95,68.0,Moderate,23.7,43.9,5.0,1025.7
2022-06-10,Mexico City,Mexico,43.37,74.89,21.41,7.61,0.877,71.23,120.0,Unhealthy for Sensitive Groups,27.9,52.0,1.98,1015.6
2022-06-11,Mexico City,Mexico,33.55,33.04,16.5,6.33,0.827,70.4,96.0,Moderate,31.4,72.1,,1010.6
2022-06-12,Mexico City,Mexico,23.58,33.26,28.65,4.28,0.946,83.87,75.0,Moderate,30.8,57.3,4.17,1011.2
2022-06-13,Mexico City,Mexico,37.07,70.76,23.94,7.15,0.355,,104.0,Unhealthy for Sensitive Groups,26.3,46.1,6.56,1010.6
2022-06-14,Mexico City,Mexico,30.51,44.74,26.53,5.08,0.326,89.95,90.0,Moderate,28.8,57.9,5.53,1008.3
2022-06-15,Mexico City,Mexico,30.83,33.53,6.32,4.94,,86.97,90.0,Moderate,27.4,55.3,4.65,1005.9
2022-06-16,Mexico City,Mexico,17.35,52.5,13.0,4.39,1.085,77.24,61.0,Moderate,23.0,38.7,,1016.9
2022-06-17,Mexico City,Mexico,22.43,48.76,28.3,3.96,0.891,69.75,72.0,Moderate,29.1,58.6,5.67,1011.8
2022-06-18,Mexico City,Mexico,35.02,52.78,17.9,2.99,1.134,79.33,99.0,Moderate,27.4,54.2,7.33,1000.6
2022-06-19,Mexico City,Mexico,46.55,42.72,22.42,3.76,0.27,84.96,128.0,Unhealthy for Sensitive Groups,27.1,45.2,1.93,1002.0
2022-06-20,Mexico City,Mexico,25.99,46.69,26.51,6.74,0.752,68.19,80.0,Moderate,30.3,47.2,3.86,1008.6
2022-06-21,Mexico City,Mexico,36.08,64.14,17.41,10.17,,103.12,102.0,Unhealthy for Sensitive Groups,31.4,50.2,1.32,1015.7
2022-06-22,Mexico City,Mexico,11.33,61.03,23.31,4.81,,95.72,47.0,Good,29.1,49.9,2.88,1014.1
2022-06-23,Mexico City,Mexico,35.56,52.88,14.4,7.46,0.469,81.97,100.0,Moderate,23.1,47.6,2.46,1006.3
2022-06-24,Mexico City,Mexico,23.76,59.54,16.5,2.63,1.206,77.56,75.0,Moderate,31.2,42.3,5.48,1018.3
2022-06-25,Mexico City,Mexico,35.68,53.76,28.8,5.85,0.676,90.33,101.0,Unhealthy for Sensitive Groups,32.4,73.9,3.91,1008.8
2022-06-26,Mexico City,Mexico,26.2,32.5,21.2,6.09,0.827,86.67,80.0,Moderate,28.9,39.0,2.23,1007.1
2022-06-27,Mexico City,Mexico,33.74,12.87,,7.7,0.804,70.54,96.0,Moderate,27.9,38.3,5.13,1013.3
2022-06-28,Mexico City,Mexico,42.92,68.29,23.06,8.19,1.23,66.47,119.0,Unhealthy for Sensitive Groups,27.4,49.4,5.02,1014.7
2022-06-29,Mexico City,Mexico,,21.98,16.16,7.7,0.723,78.83,86.0,Moderate,27.4,57.6,4.43,1009.6
2022-06-30,Mexico City,Mexico,46.49,44.02,16.29,4.18,0.888,93.85,128.0,Unhealthy for Sensitive Groups,31.2,57.0,4.3,1007.0
2022-07-01,Mexico City,Mexico,36.48,48.26,26.72,6.68,0.681,82.58,103.0,Unhealthy for Sensitive Groups,28.7,49.3,0.96,1025.1
2022-07-02,Mexico City,Mexico,18.09,13.74,17.54,3.2,1.594,81.47,63.0,Moderate,30.2,51.2,0.1,1019.3
2022-07-03,Mexico City,Mexico,14.67,50.64,10.51,6.44,0.671,81.03,56.0,Moderate,27.7,45.3,,1017.5
2022-07-04,Mexico City,Mexico,37.72,47.66,10.37,,0.779,72.3,106.0,Unhealthy for Sensitive Groups,29.2,57.3,2.19,1020.2
2022-07-05,Mexico City,Mexico,20.74,39.79,20.58,8.85,0.644,98.59,,Moderate,25.5,68.4,1.02,1016.4
2022-07-06,Mexico City,Mexico,22.21,4.95,23.69,7.4,1.016,78.54,72.0,Moderate,28.0,56.4,3.17,1009.8
2022-07-07,Mexico City,Mexico,28.0,68.24,16.86,5.37,0.407,85.48,84.0,Moderate,30.2,37.3,3.02,1019.1
2022-07-08,Mexico City,Mexico,21.28,32.17,16.55,7.51,0.749,96.45,70.0,Moderate,26.5,50.8,3.35,1015.6
2022-07-09,Mexico City,Mexico,10.43,43.14,,0.5,0.542,,43.0,Good,28.7,60.7,7.58,1014.1
2022-07-10,Mexico City,Mexico,32.65,39.48,25.93,5.61,1.307,100.65,94.0,Moderate,27.9,47.4,3.89,1010.6
2022-07-11,Mexico City,Mexico,28.29,23.83,,,0.908,59.75,85.0,Moderate,25.4,64.5,4.27,1023.1
2022-07-12,Mexico City,Mexico,,37.56,27.57,6.34,0.671,103.96,,Moderate,31.6,61.7,2.78,993.8
2022-07-13,Mexico City,Mexico,19.6,39.56,14.81,,0.945,71.25,66.0,Moderate,24.8,47.0,3.44,1024.4
2022-07-14,Mexico City,Mexico,21.71,65.25,20.49,7.22,0.991,111.29,71.0,Moderate,25.3,53.6,4.94,1005.4
2022-07-15,Mexico City,Mexico,,13.89,6.26,,0.921,78.3,42.0,Good,26.5,46.8,5.1,1017.1
2022-07-16,Mexico City,Mexico,,67.1,,7.36,0.58,72.29,87.0,Moderate,28.4,50.2,3.14,1014.7
2022-07-17,Mexico City,Mexico,27.94,39.89,6.9,3.9,0.662,87.2,84.0,Moderate,27.6,42.0,2.94,994.1
2022-07-18,Mexico City,Mexico,29.53,57.19,29.43,3.01,0.379,95.85,87.0,Moderate,29.9,47.6,3.78,1016.5
2022-07-19,Mexico City,Mexico,13.11,51.59,27.41,5.29,1.224,81.06,52.0,Moderate,22.6,49.2,1.06,1015.7
2022-07-20,Mexico City,Mexico,36.77,23.5,25.97,7.4,0.482,82.49,103.0,Unhealthy for Sensitive Groups,27.1,51.1,2.82,1009.0
2022-07-21,Mexico City,Mexico,13.87,26.99,16.35,7.95,0.171,83.32,54.0,Moderate,30.2,30.9,4.08,1010.6
2022-07-22,Mexico City,Mexico,26.24,,29.16,4.77,0.619,,80.0,Moderate,27.7,47.3,3.95,1017.8
2022-07-23,Mexico City,Mexico,24.82,28.73,3.75,9.17,0.9,73.72,77.0,Moderate,25.9,65.5,1.92,1019.2
2022-07-24,Mexico City,Mexico,42.7,37.07,12.87,6.46,,87.01,118.0,,24.9,45.3,4.55,1001.1
2022-07-25,Mexico City,Mexico,28.87,32.46,20.99,1.72,1.281,86.16,86.0,Moderate,28.8,41.3,2.33,1013.5
2022-07-26,Mexico City,Mexico,,48.51,20.05,5.65,0.735,,80.0,Moderate,25.3,45.5,5.14,1007.5
2022-07-27,Mexico City,Mexico,13.74,42.54,24.27,14.66,0.508,85.08,54.0,Moderate,25.1,50.4,4.59,1008.2
2022-07-28,Mexico City,Mexico,29.88,29.41,17.64,7.97,,82.18,88.0,Moderate,28.6,67.2,5.39,1013.2
2022-07-29,Mexico City,Mexico,18.13,30.51,13.39,4.2,0.7,81.15,63.0,Moderate,25.2,53.6,4.4,1014.2
2022-07-30,Mexico City,Mexico,31.88,90.01,24.74,8.6,0.954,80.17,92.0,Moderate,28.1,44.6,1.4,1019.6
2022-07-31,Mexico City,Mexico,47.64,36.11,25.11,2.5,1.277,80.29,131.0,Unhealthy for Sensitive Groups,26.3,48.0,3.34,1003.9
2022-08-01,Mexico City,Mexico,17.96,43.32,23.54,8.59,0.736,109.11,63.0,Moderate,26.9,55.5,2.24,1019.5
2022-08-02,Mexico City,Mexico,,67.87,11.41,0.5,0.745,90.75,93.0,Moderate,27.8,50.6,7.43,1012.2
2022-08-03,Mexico City,Mexico,26.3,49.06,14.0,6.04,0.541,,81.0,Moderate,24.8,49.1,2.94,1015.4
2022-08-04,Mexico City,Mexico,40.45,30.55,21.33,8.0,0.842,,113.0,Unhealthy for Sensitive Groups,20.3,45.1,3.36,1016.2
2022-08-05,Mexico City,Mexico,24.65,38.78,20.3,5.25,,86.4,77.0,Moderate,24.7,52.7,1.23,1009.7
2022-08-06,Mexico City,Mexico,21.52,62.1,30.96,4.43,1.097,84.58,70.0,Moderate,24.4,45.9,3.07,1012.1
2022-08-07,Mexico City,Mexico,13.05,40.37,21.52,2.93,0.587,77.02,52.0,Moderate,21.5,59.7,3.53,1003.0
2022-08-08,Mexico City,Mexico,33.28,32.51,11.98,5.85,1.253,81.1,95.0,Moderate,23.1,55.6,2.09,1022.2
2022-08-09,Mexico City,Mexico,26.28,54.93,9.43,6.18,0.403,77.78,81.0,Moderate,25.1,,2.63,1021.4
2022-08-10,Mexico City,Mexico,4.57,56.59,19.82,4.45,0.57,83.6,19.0,Good,25.7,45.0,3.98,1000.9
2022-08-11,Mexico City,Mexico,36.94,47.88,11.32,8.94,0.845,82.76,104.0,Unhealthy for Sensitive Groups,22.2,40.5,2.04,1029.8
2022-08-12,Mexico City,Mexico,23.58,55.4,26.86,10.61,0.886,66.57,75.0,Moderate,23.2,43.9,4.29,1017.8
2022-08-13,Mexico City,Mexico,35.68,58.55,37.16,8.74,0.307,72.52,101.0,Unhealthy for Sensitive Groups,28.4,46.5,,1009.7
2022-08-14,Mexico City,Mexico,14.59,50.35,30.19,5.71,0.088,77.67,56.0,Moderate,23.3,49.9,2.48,1003.7
2022-08-15,Mexico City,Mexico,19.77,29.51,,6.33,0.974,75.46,67.0,Moderate,22.3,47.1,2.04,1016.5
2022-08-16,Mexico City,Mexico,9.6,40.34,19.28,5.58,0.878,59.66,40.0,Good,24.6,51.3,4.28,1015.9
2022-08-17,Mexico City,Mexico,25.66,47.9,31.61,1.93,1.193,,79.0,Moderate,25.6,48.3,3.52,1019.2
2022-08-18,Mexico City,Mexico,36.06,51.89,15.08,10.03,0.959,83.31,102.0,Unhealthy for Sensitive Groups,26.0,49.2,4.21,1010.0
2022-08-19,Mexico City,Mexico,26.32,55.89,22.94,6.82,0.703,57.89,81.0,Moderate,26.4,43.5,5.11,1013.2
2022-08-20,Mexico City,Mexico,32.94,42.88,19.78,3.98,1.161,85.87,95.0,Moderate,24.2,56.2,4.3,1006.3
2022-08-21,Mexico City,Mexico,34.68,39.81,26.21,4.86,0.152,72.22,98.0,Moderate,21.7,61.3,4.88,1031.0
2022-08-22,Mexico City,Mexico,29.74,45.14,21.71,6.52,0.816,69.74,88.0,Moderate,22.3,45.5,3.58,1023.5
2022-08-23,Mexico City,Mexico,41.07,97.45,24.06,9.87,0.715,82.88,114.0,Unhealthy for Sensitive Groups,22.1,68.0,3.48,1009.7
2022-08-24,Mexico City,Mexico,32.42,40.37,37.81,7.55,1.426,79.35,94.0,Moderate,23.2,52.8,4.11,1017.4
2022-08-25,Mexico City,Mexico,34.86,36.38,23.78,6.06,0.663,59.12,99.0,Moderate,19.1,47.8,3.07,1021.9
2022-08-26,Mexico City,Mexico,24.16,24.25,14.55,6.47,1.044,86.48,76.0,Moderate,21.8,66.1,2.65,1006.0
2022-08-27,Mexico City,Mexico,25.66,29.61,20.61,,1.289,63.98,79.0,Moderate,27.1,53.0,7.03,1018.5
2022-08-28,Mexico City,Mexico,24.38,43.3,22.46,5.84,1.287,70.68,76.0,Moderate,17.2,48.3,3.12,1011.6
2022-08-29,Mexico City,Mexico,30.6,52.95,34.22,8.09,0.169,61.75,90.0,Moderate,20.8,55.6,4.13,1006.8
2022-08-30,Mexico City,Mexico,36.42,58.49,31.23,5.54,,76.57,103.0,Unhealthy for Sensitive Groups,17.6,56.8,,1016.8
2022-08-31,Mexico City,Mexico,8.07,46.52,19.35,9.75,0.735,73.74,,Good,,53.1,3.56,1009.8
2022-09-01,Mexico City,Mexico,35.31,49.08,20.83,5.83,1.069,76.62,100.0,Moderate,17.8,49.7,6.28,1009.1
2022-09-02,Mexico City,Mexico,31.89,34.16,21.26,6.4,1.006,66.56,92.0,Moderate,24.8,42.0,4.06,1004.1
2022-09-03,Mexico City,Mexico,31.99,67.41,26.47,,1.436,83.43,93.0,Moderate,20.0,50.9,3.81,1003.7
2022-09-04,Mexico City,Mexico,23.52,50.38,33.99,5.28,0.771,81.66,75.0,Moderate,22.3,61.3,4.83,1015.0
2022-09-05,Mexico City,Mexico,34.36,71.63,20.02,8.88,0.706,67.09,98.0,Moderate,21.0,,2.49,1012.1
2022-09-06,Mexico City,Mexico,30.68,59.64,24.66,8.06,0.951,64.35,90.0,Moderate,21.2,,,1026.0
2022-09-07,Mexico City,Mexico,33.37,40.9,28.15,3.77,1.257,76.03,96.0,Moderate,18.4,40.5,0.1,1015.7
2022-09-08,Mexico City,Mexico,15.82,44.76,24.57,5.77,0.44,70.27,58.0,Moderate,20.0,48.9,6.59,1024.4
2022-09-09,Mexico City,Mexico,29.98,65.34,21.72,3.41,0.973,54.0,88.0,Moderate,22.5,49.6,2.94,1007.0
2022-09-10,Mexico City,Mexico,31.8,45.54,13.95,6.61,0.858,74.11,92.0,Moderate,18.3,49.1,2.67,1010.2
2022-09-11,Mexico City,Mexico,28.32,56.35,22.83,6.41,1.163,68.89,85.0,Moderate,21.6,37.4,6.43,1014.8
2022-09-12,Mexico City,Mexico,30.96,64.66,36.65,5.12,0.279,70.48,91.0,Moderate,15.3,41.9,7.2,1006.4
2022-09-13,Mexico City,Mexico,,64.26,30.86,10.76,0.438,,,Moderate,20.8,46.4,,1010.2
2022-09-14,Mexico City,Mexico,29.61,47.49,33.89,8.32,0.77,58.32,88.0,Moderate,19.2,53.0,3.92,1013.1
2022-09-15,Mexico City,Mexico,35.87,43.17,27.14,7.04,0.575,67.23,101.0,Unhealthy for Sensitive Groups,18.8,39.7,5.15,1010.3
2022-09-16,Mexico City,Mexico,33.56,41.63,24.92,12.82,1.038,63.66,96.0,Moderate,15.6,47.1,2.63,1015.4
2022-09-17,Mexico City,Mexico,26.68,66.27,24.71,3.92,1.219,61.71,81.0,Moderate,16.4,49.5,4.2,1009.8
2022-09-18,Mexico City,Mexico,39.93,39.55,34.51,3.54,0.743,77.15,111.0,Unhealthy for Sensitive Groups,16.8,46.8,0.71,1018.7
2022-09-19,Mexico City,Mexico,33.05,66.49,29.01,3.21,0.356,58.34,95.0,Moderate,22.5,47.4,6.56,1004.6
2022-09-20,Mexico City,Mexico,40.13,65.78,17.47,2.95,1.352,54.6,112.0,Unhealthy for Sensitive Groups,20.9,44.1,5.37,1012.0
2022-09-21,Mexico City,Mexico,42.92,67.14,37.17,11.19,1.134,60.95,119.0,Unhealthy for Sensitive Groups,13.3,48.6,3.02,1022.1
2022-09-22,Mexico City,Mexico,47.91,57.95,31.15,12.21,0.714,66.8,131.0,Unhealthy for Sensitive Groups,15.7,55.9,2.6,1002.4
2022-09-23,Mexico City,Mexico,46.76,55.19,37.12,10.94,1.033,47.49,128.0,Unhealthy for Sensitive Groups,18.5,47.0,7.65,1016.5
2022-09-24,Mexico City,Mexico,49.91,61.27,37.48,9.55,0.851,76.28,136.0,Unhealthy for Sensitive Groups,13.4,62.1,6.36,1016.5
2022-09-25,Mexico City,Mexico,30.17,39.26,33.76,9.49,0.369,58.34,,Moderate,13.1,49.5,2.52,1013.3
2022-09-26,Mexico City,Mexico,24.62,79.59,16.06,10.29,1.29,48.15,77.0,Moderate,15.8,50.5,0.28,1011.7
2022-09-27,Mexico City,Mexico,20.88,54.55,23.63,8.48,0.842,65.48,69.0,Moderate,14.9,22.9,2.96,1004.2
2022-09-28,Mexico City,Mexico,45.19,37.89,35.44,9.47,1.009,74.69,,,10.3,48.9,3.4,1010.3
2022-09-29,Mexico City,Mexico,36.07,54.79,18.59,9.31,0.813,64.09,102.0,Unhealthy for Sensitive Groups,16.5,57.6,6.71,
2022-09-30,Mexico City,Mexico,47.32,69.83,31.04,10.57,1.504,54.14,130.0,Unhealthy for Sensitive Groups,24.5,39.8,2.93,1016.8
2022-10-01,Mexico City,Mexico,31.48,57.74,32.65,8.79,1.508,75.55,92.0,Moderate,14.8,52.6,5.23,1000.6
2022-10-02,Mexico City,Mexico,38.94,53.5,28.62,13.01,,65.04,109.0,Unhealthy for Sensitive Groups,14.1,59.5,1.52,1012.3
2022-10-03,Mexico City,Mexico,41.19,64.61,26.53,6.58,1.538,45.96,114.0,Unhealthy for Sensitive Groups,18.1,48.0,1.84,1011.2
2022-10-04,Mexico City,Mexico,34.94,41.92,39.35,9.1,0.699,50.95,99.0,Moderate,11.0,52.5,2.82,1003.9
2022-10-05,Mexico City,Mexico,27.63,50.5,23.39,14.79,1.307,44.66,83.0,Moderate,16.9,48.5,3.82,1010.7
2022-10-06,Mexico City,Mexico,44.08,83.01,30.59,6.11,1.031,67.24,122.0,Unhealthy for Sensitive Groups,17.5,47.8,0.91,1019.9
2022-10-07,Mexico City,Mexico,36.18,68.18,43.67,9.98,1.227,56.38,102.0,Unhealthy for Sensitive Groups,16.8,32.7,0.1,1014.2
2022-10-08,Mexico City,Mexico,22.59,,37.35,12.69,0.92,61.18,73.0,Moderate,14.7,47.5,1.69,1011.2
2022-10-09,Mexico City,Mexico,30.45,,26.24,,0.787,54.45,89.0,Moderate,15.6,49.5,2.45,1017.7
2022-10-10,Mexico City,Mexico,35.29,80.54,29.79,10.22,1.174,38.71,100.0,Moderate,19.2,37.6,5.4,1010.6
2022-10-11,Mexico City,Mexico,38.53,52.94,37.4,6.86,0.713,71.48,108.0,Unhealthy for Sensitive Groups,17.8,49.2,1.36,1010.2
2022-10-12,Mexico City,Mexico,34.9,79.49,42.04,,1.002,44.14,99.0,Moderate,15.6,55.7,1.03,1012.0
2022-10-13,Mexico City,Mexico,46.6,58.23,31.3,11.17,1.078,30.83,128.0,Unhealthy for Sensitive Groups,17.0,53.6,0.68,1018.5
2022-10-14,Mexico City,Mexico,30.97,78.71,21.7,10.38,1.143,44.58,91.0,Moderate,14.0,62.4,6.99,1011.2
2022-10-15,Mexico City,Mexico,50.12,39.32,40.74,11.52,1.58,49.62,137.0,Unhealthy for Sensitive Groups,12.5,59.4,4.13,1013.1
2022-10-16,Mexico City,Mexico,48.33,76.37,31.94,11.45,1.228,54.96,132.0,Unhealthy for Sensitive Groups,10.0,,4.03,1004.3
2022-10-17,Mexico City,Mexico,27.22,42.38,31.28,8.87,,43.68,83.0,Moderate,16.4,54.6,4.48,1005.1
2022-10-18,Mexico City,Mexico,45.26,58.71,21.56,5.95,1.401,35.23,125.0,Unhealthy for Sensitive Groups,19.7,34.6,5.4,1014.7
2022-10-19,Mexico City,Mexico,48.33,76.83,39.34,8.98,1.206,57.55,132.0,Unhealthy for Sensitive Groups,14.5,51.3,5.46,1005.6
2022-10-20,Mexico City,Mexico,47.67,59.04,32.74,14.86,1.499,,131.0,Unhealthy for Sensitive Groups,11.9,44.2,4.68,1020.2
2022-10-21,Mexico City,Mexico,31.2,63.29,33.38,7.77,1.15,,91.0,Moderate,14.1,45.8,6.3,999.7
2022-10-22,Mexico City,Mexico,20.04,59.9,34.99,6.69,1.847,54.73,67.0,Moderate,12.3,58.0,0.72,1021.6
2022-10-23,Mexico City,Mexico,29.78,47.09,33.75,8.03,1.357,48.29,88.0,Moderate,14.8,55.1,4.16,1013.1
2022-10-24,Mexico City,Mexico,37.98,64.95,33.36,11.5,1.183,45.42,106.0,Unhealthy for Sensitive Groups,14.3,46.2,,1016.2
2022-10-25,Mexico City,Mexico,56.13,68.33,37.82,9.41,0.962,59.86,150.0,Unhealthy for Sensitive Groups,10.8,45.3,0.42,1021.0
2022-10-26,Mexico City,Mexico,38.75,62.36,29.48,8.58,0.936,39.48,108.0,Unhealthy for Sensitive Groups,13.6,45.0,5.28,1013.6
2022-10-27,Mexico City,Mexico,21.97,79.27,33.71,9.82,1.358,,71.0,Moderate,15.2,47.0,6.49,1005.8
2022-10-28,Mexico City,Mexico,32.59,72.82,36.39,9.46,1.204,61.48,94.0,,11.2,41.4,,1020.0
2022-10-29,Mexico City,Mexico,53.33,50.29,,11.0,1.703,67.29,145.0,Unhealthy for Sensitive Groups,11.3,43.4,1.57,1011.3
2022-10-30,Mexico City,Mexico,70.96,53.7,34.22,7.78,1.256,30.56,158.0,Unhealthy,8.7,42.1,1.31,1007.8
2022-10-31,Mexico City,Mexico,43.63,93.38,32.68,7.82,1.322,61.38,121.0,Unhealthy for Sensitive Groups,8.4,43.3,2.17,1011.2
2022-11-01,Mexico City,Mexico,41.7,73.39,31.98,11.24,1.087,32.56,116.0,Unhealthy for Sensitive Groups,12.7,43.0,2.65,1017.6
2022-11-02,Mexico City,Mexico,47.84,62.63,42.77,12.62,0.791,17.94,131.0,Unhealthy for Sensitive Groups,11.1,48.4,5.02,1021.4
2022-11-03,Mexico City,Mexico,59.86,104.69,27.33,13.63,0.696,20.86,152.0,Unhealthy,7.8,50.7,4.22,1010.5
2022-11-04,Mexico City,Mexico,43.54,74.99,34.89,7.26,1.241,65.64,120.0,Unhealthy for Sensitive Groups,10.5,39.2,,
2022-11-05,Mexico City,Mexico,42.2,98.76,29.52,10.83,0.687,40.98,117.0,Unhealthy for Sensitive Groups,7.2,48.6,4.43,
2022-11-06,Mexico City,Mexico,50.46,73.03,28.31,12.49,1.41,56.27,138.0,Unhealthy for Sensitive Groups,9.1,37.2,3.56,1018.6
2022-11-07,Mexico City,Mexico,40.77,62.68,,5.89,0.644,56.72,113.0,Unhealthy for Sensitive Groups,10.9,53.3,3.71,1004.3
2022-11-08,Mexico City,Mexico,38.16,68.31,39.3,8.99,1.365,39.46,107.0,Unhealthy for Sensitive Groups,14.2,51.0,4.19,1015.9
2022-11-09,Mexico City,Mexico,20.55,80.09,35.2,9.46,1.34,,,Moderate,13.6,64.3,3.78,1017.6
2022-11-10,Mexico City,Mexico,42.26,56.22,38.87,7.58,1.03,47.64,117.0,Unhealthy for Sensitive Groups,9.9,49.6,5.46,1018.9
2022-11-11,Mexico City,Mexico,55.78,77.87,27.38,9.56,1.051,49.05,150.0,Unhealthy for Sensitive Groups,12.9,52.7,3.24,1017.2
2022-11-12,Mexico City,Mexico,45.58,72.45,41.38,11.56,1.053,31.81,125.0,Unhealthy for Sensitive Groups,10.5,47.3,2.7,1009.8
2022-11-13,Mexico City,Mexico,45.42,76.24,32.76,8.4,0.74,47.61,125.0,Unhealthy for Sensitive Groups,11.8,51.1,0.91,1007.8
2022-11-14,Mexico City,Mexico,36.2,61.23,31.63,8.87,1.947,40.85,102.0,Unhealthy for Sensitive Groups,4.9,58.0,3.7,1018.0
2022-11-15,Mexico City,Mexico,46.1,97.9,38.07,12.95,1.543,42.69,127.0,Unhealthy for Sensitive Groups,10.2,59.3,4.39,1019.1
2022-11-16,Mexico City,Mexico,71.36,68.63,,6.73,0.956,38.74,158.0,Unhealthy,10.5,,2.47,1011.8
2022-11-17,Mexico City,Mexico,41.57,72.12,26.96,14.08,1.204,39.83,115.0,Unhealthy for Sensitive Groups,8.9,42.9,5.5,1004.4
2022-11-18,Mexico City,Mexico,48.54,103.48,31.99,5.39,1.243,44.04,133.0,Unhealthy for Sensitive Groups,9.1,44.9,3.94,
2022-11-19,Mexico City,Mexico,41.87,80.98,32.55,15.99,,67.04,116.0,,11.6,39.6,2.16,1017.0
2022-11-20,Mexico City,Mexico,44.76,,36.42,12.8,1.884,31.24,123.0,Unhealthy for Sensitive Groups,,47.8,3.4,1009.8
2022-11-21,Mexico City,Mexico,52.0,72.79,32.31,11.51,1.537,48.0,141.0,Unhealthy for Sensitive Groups,14.0,47.3,1.88,1014.6
2022-11-22,Mexico City,Mexico,30.71,110.73,49.78,14.21,0.613,40.86,90.0,Moderate,9.0,50.7,4.72,1019.4
2022-11-23,Mexico City,Mexico,64.83,91.13,37.27,10.82,1.53,32.16,155.0,Unhealthy,8.6,63.0,4.7,1019.4
2022-11-24,Mexico City,Mexico,51.74,95.39,42.04,15.66,,37.08,141.0,,4.6,49.8,5.16,1020.5
2022-11-25,Mexico City,Mexico,49.38,101.89,40.68,8.12,1.593,38.52,135.0,Unhealthy for Sensitive Groups,7.8,60.5,5.87,1015.6
2022-11-26,Mexico City,Mexico,41.77,62.24,42.13,11.74,1.228,50.62,116.0,Unhealthy for Sensitive Groups,9.2,45.8,1.59,1012.7
2022-11-27,Mexico City,Mexico,45.79,74.65,38.24,11.11,1.171,51.59,126.0,Unhealthy for Sensitive Groups,7.9,52.6,1.94,1010.0
2022-11-28,Mexico City,Mexico,54.85,58.52,47.92,12.57,1.349,,149.0,Unhealthy for Sensitive Groups,5.7,52.9,0.45,1018.6
2022-11-29,Mexico City,Mexico,40.51,93.85,32.3,11.29,1.366,44.87,113.0,Unhealthy for Sensitive Groups,10.1,41.5,0.18,1008.7
2022-11-30,Mexico City,Mexico,60.48,74.69,34.81,15.74,1.03,54.29,153.0,Unhealthy,6.0,41.6,5.05,1016.9
2022-12-01,Mexico City,Mexico,41.7,47.74,38.39,10.83,1.928,30.31,116.0,,7.9,49.1,3.37,1009.2
