OrderID,Date,Product,Category,Region,Salesperson,Quantity,UnitPrice,DiscountPct,Sales,CustomerRating
102598,2025-02-23,Shoes,Books,North,SP004,1.0,1476.31,25.0,1107.23,1.0
102599,2024-12-22,Book,Clothing,West,SP013,7.0,1497.25,20.0,8384.6,1.0
102600,2024-01-04,Shoes,Home,South,SP034,11.0,1265.46,10.0,12528.05,2.0
102601,2025-07-17,Shoes,Sports,South,SP043,1.0,1870.96,20.0,1496.77,5.0
102602,2025-09-18,Mixer,Books,West,SP011,2.0,123.98,15.0,210.77,4.0
102603,2025-03-22,Mixer,Clothing,West,SP044,8.0,1716.3,5.0,13043.88,2.0
102604,2024-08-07,,Beauty,East,SP041,16.0,817.98,25.0,9815.76,1.0
102605,2025-10-08,Shoes,Sports,West,SP007,18.0,1826.54,15.0,27946.06,2.0
102606,2025-03-20,Laptop,Electronics,South,SP010,18.0,612.88,0.0,11031.84,5.0
102607,2024-06-09,Camera,Clothing,North,SP044,7.0,1800.64,25.0,9453.36,5.0
102608,2025-06-04,Bag,Books,North,SP034,8.0,701.91,5.0,5334.52,4.0
102609,2024-11-29,Bag,Sports,North,SP042,1.0,815.09,15.0,692.83,1.0
102610,2025-03-08,Laptop,Books,North,SP042,12.0,1651.92,5.0,18831.89,3.0
102611,2024-09-10,Camera,Sports,West,SP008,,1244.23,15.0,3172.79,4.0
102612,2025-05-30,Headphones,Beauty,South,SP035,4.0,707.92,20.0,2265.34,3.0
102613,2024-12-24,Laptop,Books,South,SP045,16.0,360.5,25.0,4326.0,4.0
102614,2025-01-20,Mixer,Sports,South,SP040,12.0,1393.38,15.0,14212.48,3.0
102615,2025-08-11,Chair,Home,South,SP022,4.0,281.04,15.0,955.54,3.0
102616,2024-08-16,Laptop,Sports,East,SP009,20.0,549.29,15.0,9337.93,5.0
102617,2025-09-14,Bag,Clothing,West,SP028,1.0,892.88,25.0,669.66,5.0
102618,2024-11-07,Camera,Sports,West,SP002,3.0,1530.12,20.0,3672.29,5.0
102619,2024-01-04,Watch,Books,West,SP017,18.0,1564.78,15.0,23941.13,5.0
102620,2024-12-26,Headphones,Home,North,SP033,20.0,1701.96,10.0,30635.28,2.0
102621,2025-09-14,Headphones,Sports,South,SP019,17.0,1694.72,0.0,28810.24,
102622,2025-06-15,Camera,Beauty,North,SP025,11.0,416.48,25.0,3435.96,
102623,2025-08-21,Book,Electronics,South,SP043,18.0,60.77,10.0,984.47,5.0
102624,2025-02-07,Phone,Electronics,,SP026,1.0,656.7,5.0,623.87,
102625,2025-04-14,Mixer,Beauty,North,SP002,2.0,796.43,10.0,1433.57,5.0
102626,2024-07-02,Book,Beauty,North,SP050,9.0,1071.61,10.0,8680.04,2.0
102627,2024-01-01,Mixer,Clothing,North,SP022,18.0,1755.13,20.0,25273.87,4.0
102628,2024-11-08,Camera,Books,West,SP017,18.0,1104.38,20.0,15903.07,1.0
102629,2025-07-20,Laptop,Clothing,West,SP024,12.0,834.91,5.0,9517.97,1.0
102630,2024-02-18,Book,Books,West,SP049,1.0,429.64,25.0,322.23,4.0
102631,2024-04-14,Book,Books,,SP002,19.0,1777.77,20.0,27022.1,3.0
102632,2025-01-31,Camera,Clothing,West,SP035,10.0,198.7,10.0,1788.3,3.0
102633,2025-03-18,Bag,Books,North,SP042,15.0,1141.12,20.0,13693.44,1.0
102634,2025-06-27,Laptop,Electronics,North,SP041,16.0,328.18,25.0,3938.16,2.0
102635,2025-03-13,Laptop,Clothing,East,SP019,12.0,1777.67,0.0,21332.04,3.0
102636,2024-09-15,Headphones,Sports,East,SP043,5.0,1204.9,0.0,6024.5,3.0
102637,2025-03-08,,Clothing,East,SP003,18.0,1805.26,15.0,27620.48,4.0
102638,2024-05-25,Camera,Beauty,West,SP031,5.0,238.07,10.0,1071.32,2.0
102639,2024-11-18,Shoes,Electronics,North,SP022,14.0,1537.4,5.0,20447.42,2.0
102640,2024-08-08,Watch,Sports,East,SP031,10.0,881.96,0.0,8819.6,4.0
102641,2024-11-06,Book,Beauty,South,SP039,18.0,580.7,10.0,9407.34,4.0
102642,2024-11-30,Mixer,Clothing,East,SP001,6.0,197.3,5.0,1124.61,4.0
102643,2024-03-24,Book,Clothing,North,SP011,5.0,578.5,25.0,2169.38,5.0
102644,2024-02-27,Shoes,Books,,SP006,1.0,1483.34,15.0,1260.84,1.0
102645,2025-04-28,Shoes,Books,West,SP032,8.0,1846.66,25.0,11079.96,2.0
102646,2025-03-11,Chair,Beauty,East,SP036,9.0,1074.46,20.0,7736.11,3.0
102647,2025-12-30,Shoes,Beauty,East,SP011,11.0,1110.52,5.0,11604.93,3.0
102648,2024-05-23,Mixer,Home,West,SP024,11.0,207.3,0.0,2280.3,5.0
102649,2024-03-27,Laptop,Beauty,North,SP024,15.0,137.79,10.0,1860.16,3.0
102650,2025-09-05,Watch,Home,West,SP015,3.0,520.36,15.0,1326.92,3.0
102651,2025-10-15,Watch,Sports,East,SP008,7.0,716.46,5.0,4764.46,4.0
102652,2024-05-01,Camera,Sports,South,SP017,12.0,,25.0,10469.34,3.0
102653,2025-09-09,Bag,Beauty,North,SP015,7.0,78.11,5.0,519.43,2.0
102654,2024-05-07,Phone,Books,South,SP016,17.0,439.46,0.0,7470.82,5.0
102655,2025-09-07,Mixer,Sports,South,SP036,6.0,857.11,0.0,5142.66,1.0
102656,2024-12-27,Chair,Electronics,East,SP036,6.0,962.44,15.0,4908.44,
102657,2024-07-07,Shoes,Electronics,West,SP045,11.0,1370.12,10.0,13564.19,3.0
102658,2025-02-22,Book,Books,South,SP031,11.0,1664.31,5.0,17392.04,5.0
102659,2024-02-21,Book,Sports,West,SP013,4.0,1026.21,0.0,4104.84,3.0
102660,2024-10-12,Bag,Sports,West,SP011,13.0,995.65,25.0,9707.59,5.0
102661,2025-02-11,Chair,Clothing,West,SP009,19.0,1864.62,10.0,31885.0,
102662,2025-09-11,,Home,East,SP004,19.0,517.62,15.0,8359.56,5.0
102663,2025-08-24,Laptop,Electronics,North,SP035,19.0,1173.75,0.0,22301.25,5.0
102664,2025-07-21,Laptop,Beauty,South,SP044,11.0,961.98,20.0,8465.42,3.0
102665,2024-06-16,Camera,Sports,East,SP019,4.0,1410.02,20.0,4512.06,2.0
102666,2025-10-28,Mixer,Beauty,East,SP040,10.0,782.78,25.0,5870.85,5.0
102667,2025-04-13,Mixer,Home,West,SP022,19.0,744.57,5.0,13439.49,5.0
102668,2024-12-22,,Beauty,North,SP012,17.0,257.2,20.0,3497.92,2.0
102669,2024-03-14,Mixer,Beauty,North,SP009,15.0,1491.66,15.0,19018.67,3.0
102670,2025-06-25,Bag,Electronics,West,SP001,18.0,379.13,20.0,5459.47,3.0
102671,2025-08-17,Book,Electronics,East,SP014,17.0,602.0,10.0,9210.6,4.0
102672,2025-05-23,Mixer,Electronics,North,SP012,6.0,1048.53,15.0,5347.5,2.0
102673,2025-10-15,Book,Sports,North,SP050,1.0,423.79,20.0,339.03,1.0
102674,2025-08-14,Mixer,Electronics,East,SP022,8.0,1221.46,15.0,8305.93,5.0
102675,2024-01-12,Camera,Books,South,SP007,,1477.09,20.0,1181.67,4.0
102676,2025-04-24,Shoes,Beauty,West,SP028,19.0,98.75,10.0,1688.62,5.0
102677,2024-07-31,Phone,Books,,SP048,8.0,,10.0,11859.19,5.0
102678,2025-07-05,Laptop,Books,East,SP013,,1510.32,15.0,1283.77,2.0
102679,2025-11-20,Phone,Electronics,South,SP038,13.0,44.85,25.0,437.29,1.0
102680,2024-01-11,Shoes,Beauty,West,SP020,8.0,1917.26,20.0,12270.46,2.0
102681,2025-10-23,Headphones,Electronics,North,SP045,11.0,702.38,5.0,7339.87,5.0
102682,2024-12-01,Phone,Electronics,East,SP021,18.0,,20.0,22985.42,1.0
102683,2024-05-18,Chair,Sports,North,SP022,10.0,428.29,15.0,3640.47,5.0
102684,2025-05-23,Shoes,Sports,North,SP014,7.0,761.33,15.0,4529.91,3.0
102685,2025-06-05,Chair,Home,South,SP040,,804.88,5.0,15292.72,1.0
102686,2025-12-22,Book,Sports,North,SP024,1.0,1255.13,20.0,1004.1,3.0
102687,2025-04-06,Headphones,Sports,South,SP038,8.0,176.47,10.0,1270.58,4.0
102688,2025-08-04,Phone,Sports,East,SP016,6.0,717.35,0.0,4304.1,4.0
102689,2025-11-26,Mixer,Clothing,West,SP032,20.0,89.96,5.0,1709.24,2.0
102690,2025-04-12,Camera,Sports,West,SP027,1.0,1711.24,20.0,1368.99,1.0
102691,2024-12-17,Phone,Sports,East,SP017,8.0,593.5,20.0,3798.4,1.0
102692,2025-12-22,Camera,Books,West,SP021,14.0,157.7,0.0,2207.8,2.0
102693,2024-12-08,Watch,Sports,East,SP003,18.0,1745.02,25.0,23557.77,3.0
102694,2024-05-07,,Electronics,South,SP032,2.0,381.87,20.0,610.99,2.0
102695,2024-01-09,,Sports,South,SP033,9.0,289.71,15.0,2216.28,1.0
102696,2024-09-26,Phone,Beauty,South,SP038,9.0,1354.48,15.0,10361.77,3.0
102697,2024-08-04,Laptop,Sports,West,SP026,1.0,1152.81,20.0,922.25,3.0
102698,2025-12-12,Laptop,Beauty,South,SP012,20.0,1255.26,25.0,18828.9,5.0
102699,2025-07-03,Bag,Home,East,SP049,9.0,1877.28,20.0,13516.42,3.0
102700,2024-04-24,Mixer,Books,West,SP009,8.0,1663.16,10.0,11974.75,4.0
102701,2024-05-06,Laptop,Books,West,SP036,15.0,535.43,5.0,7629.88,
102702,2024-05-02,Laptop,Clothing,East,SP014,4.0,1516.33,10.0,5458.79,5.0
102703,2025-05-30,Bag,Clothing,West,SP029,17.0,1802.79,20.0,24517.94,3.0
102704,2025-06-08,Headphones,Home,West,SP029,8.0,1465.93,5.0,11141.07,1.0
102705,2024-09-14,Camera,Electronics,North,SP023,4.0,468.93,0.0,1875.72,2.0
102706,2025-06-08,Mixer,Clothing,West,SP009,14.0,1938.8,5.0,25786.04,3.0
102707,2024-09-27,Phone,Books,South,SP015,6.0,,10.0,10475.62,1.0
102708,2025-09-17,Bag,Sports,South,SP001,2.0,1449.7,10.0,2609.46,3.0
102709,2024-10-13,Bag,Books,East,SP007,3.0,44.26,25.0,99.59,5.0
102710,2024-08-08,,Books,North,SP004,6.0,545.09,5.0,3107.01,5.0
102711,2025-05-09,Shoes,Clothing,East,SP035,20.0,622.58,25.0,9338.7,4.0
102712,2024-01-29,Bag,Clothing,West,SP017,19.0,1461.73,20.0,22218.3,
102713,2025-02-20,Phone,Sports,East,SP010,7.0,370.75,10.0,2335.72,2.0
102714,2024-10-23,Chair,Clothing,West,SP007,1.0,,25.0,400.28,1.0
102715,2025-06-30,Watch,Sports,West,SP007,20.0,107.98,5.0,2051.62,4.0
102716,2024-08-08,Mixer,Sports,West,SP045,2.0,952.41,5.0,1809.58,2.0
102717,2024-02-27,Camera,Home,South,SP026,5.0,1559.18,0.0,7795.9,4.0
102718,2024-05-18,Headphones,Beauty,North,SP001,3.0,1144.63,5.0,3262.2,3.0
102719,2025-04-21,Laptop,Electronics,West,SP016,16.0,1211.81,0.0,19388.96,2.0
102720,2024-12-07,Bag,Clothing,West,SP006,19.0,1931.57,0.0,36699.83,2.0
102721,2024-02-05,Phone,Clothing,West,SP037,15.0,347.47,0.0,5212.05,1.0
102722,2025-06-05,Headphones,Sports,South,SP012,16.0,1769.78,25.0,21237.36,
102723,2024-01-26,Watch,Books,West,SP008,9.0,635.85,25.0,4291.99,4.0
102724,2024-04-23,Bag,Electronics,West,SP017,19.0,338.53,0.0,6432.07,3.0
102725,2024-09-07,Chair,Home,East,SP009,14.0,112.32,5.0,1493.86,2.0
102726,2025-01-04,Laptop,Clothing,East,SP012,5.0,190.22,15.0,808.43,2.0
102727,2025-08-24,Laptop,Beauty,East,SP020,9.0,1511.88,,12926.57,4.0
102728,2025-04-30,Chair,Books,South,SP027,6.0,754.78,0.0,4528.68,
102729,2024-11-19,Bag,Sports,North,SP042,4.0,453.18,5.0,1722.08,4.0
102730,2025-09-09,Shoes,Home,East,SP045,10.0,1441.8,0.0,14418.0,3.0
102731,2025-08-21,Laptop,Clothing,North,SP007,18.0,704.76,15.0,10782.83,5.0
102732,2025-11-14,Camera,Electronics,South,SP028,4.0,,20.0,2056.77,5.0
102733,2025-02-18,Headphones,Home,West,SP036,10.0,1466.35,20.0,11730.8,4.0
102734,2025-06-10,Headphones,Electronics,North,SP033,,258.17,15.0,3072.22,5.0
102735,2024-10-02,Mixer,Books,South,SP029,10.0,915.09,0.0,9150.9,5.0
102736,2024-03-31,Bag,Home,South,SP006,19.0,223.52,0.0,4246.88,4.0
102737,2024-11-03,Mixer,Clothing,West,SP039,2.0,105.45,20.0,168.72,2.0
102738,2024-07-21,Mixer,Home,West,SP018,11.0,1959.4,10.0,19398.06,4.0
102739,2024-02-10,Camera,Beauty,West,SP021,17.0,319.65,5.0,5162.35,3.0
102740,2025-03-18,Shoes,Electronics,South,SP013,6.0,300.33,0.0,1801.98,4.0
102741,2025-12-03,Book,Electronics,South,SP049,,1733.11,10.0,7798.99,2.0
102742,2024-01-03,Mixer,Sports,South,SP019,2.0,46.14,20.0,73.82,4.0
102743,2025-04-09,Laptop,Electronics,North,SP008,8.0,1189.52,,7612.93,3.0
102744,2024-05-01,Camera,Electronics,West,SP037,13.0,1597.65,0.0,20769.45,2.0
102745,2024-08-28,Bag,Books,West,SP048,5.0,1372.59,5.0,6519.8,5.0
102746,2024-02-15,Book,Home,North,SP036,13.0,22.77,25.0,222.01,4.0
102747,2025-05-06,Laptop,Electronics,East,SP044,9.0,780.07,0.0,7020.63,2.0
102748,2024-09-12,Chair,Sports,North,SP007,14.0,241.89,,3386.46,5.0
102749,2024-03-28,Mixer,Books,East,SP045,11.0,189.47,20.0,1667.34,3.0
102750,2024-12-03,Watch,Clothing,North,SP013,17.0,287.34,20.0,3907.82,3.0
102751,2025-11-11,Book,Clothing,East,SP027,1.0,141.49,5.0,134.42,4.0
102752,2024-01-31,Camera,Beauty,East,SP019,15.0,646.7,20.0,7760.4,5.0
102753,2025-12-21,Bag,Clothing,North,SP007,9.0,,15.0,13212.62,1.0
102754,2025-07-17,Laptop,Clothing,North,SP045,5.0,537.66,25.0,2016.22,5.0
102755,2024-06-04,,Beauty,East,SP001,5.0,1306.97,20.0,5227.88,2.0
102756,2025-02-04,Mixer,Electronics,West,SP017,5.0,72.19,10.0,324.86,3.0
102757,2024-05-19,Chair,Sports,East,SP011,15.0,458.67,10.0,6192.05,2.0
102758,2024-12-18,Phone,Clothing,North,SP050,15.0,39.71,10.0,536.09,5.0
102759,2024-05-22,Mixer,Electronics,West,SP005,18.0,1403.93,0.0,25270.74,
102760,2025-10-08,Watch,Books,West,SP008,11.0,695.17,0.0,7646.87,
102761,2024-03-03,Laptop,Home,West,SP027,15.0,1205.22,5.0,17174.38,1.0
102762,2024-02-25,Mixer,Clothing,West,SP006,3.0,259.93,5.0,740.8,1.0
102763,2024-04-01,Camera,Books,West,SP005,6.0,405.01,5.0,2308.56,3.0
102764,2024-04-01,Mixer,Books,,SP001,5.0,63.58,10.0,286.11,4.0
102765,2025-03-15,Watch,Home,West,SP047,14.0,1504.1,5.0,20004.53,1.0
102766,2024-11-08,Headphones,Clothing,East,SP025,6.0,1788.2,15.0,9119.82,1.0
102767,2024-04-19,Laptop,Home,West,SP047,20.0,180.78,5.0,3434.82,2.0
102768,2024-11-12,Chair,Home,West,SP006,16.0,1691.46,10.0,24357.02,4.0
102769,2025-02-23,Phone,Books,South,SP030,18.0,342.31,10.0,5545.42,2.0
102770,2025-02-07,Headphones,Sports,West,SP023,15.0,1973.8,20.0,23685.6,4.0
102771,2024-06-05,Camera,Sports,West,SP035,5.0,555.74,0.0,2778.7,4.0
102772,2025-06-06,Bag,Sports,North,SP043,9.0,1581.26,10.0,12808.21,2.0
102773,2025-08-15,Laptop,Electronics,West,SP007,2.0,1280.03,10.0,2304.05,5.0
102774,2024-11-06,Shoes,Clothing,South,SP021,17.0,1133.42,10.0,17341.33,3.0
102775,2024-08-02,Headphones,Books,West,SP036,10.0,112.03,25.0,840.22,2.0
102776,2024-04-23,Headphones,Home,East,SP011,5.0,178.33,25.0,668.74,3.0
102777,2024-09-19,Headphones,Books,,SP019,19.0,1572.38,0.0,29875.22,1.0
102778,2024-05-06,Bag,Clothing,North,SP034,4.0,1342.81,20.0,4296.99,2.0
102779,2025-04-19,Headphones,Clothing,East,SP015,8.0,10.03,25.0,60.18,3.0
102780,2025-11-24,Mixer,Clothing,North,SP034,19.0,1578.97,20.0,24000.34,5.0
102781,2024-10-10,Laptop,Sports,West,SP017,19.0,1603.73,20.0,24376.7,1.0
102782,2024-12-21,Shoes,Electronics,South,SP024,4.0,1634.03,,6536.12,3.0
102783,2024-07-19,Shoes,Clothing,North,SP008,9.0,169.11,25.0,1141.49,4.0
102784,2024-02-22,Headphones,Electronics,,SP032,10.0,1224.55,20.0,9796.4,2.0
102785,2024-04-12,Chair,Clothing,North,SP045,17.0,773.18,0.0,13144.06,2.0
102786,2024-04-17,Camera,Beauty,North,SP006,20.0,896.21,20.0,14339.36,1.0
102787,2024-10-09,Watch,Sports,North,SP016,2.0,1877.03,5.0,3566.36,1.0
102788,2025-12-07,Bag,Books,West,SP003,16.0,,,19153.15,1.0
102789,2025-10-07,Book,Books,North,SP047,13.0,1768.79,5.0,21844.56,5.0
102790,2024-09-21,Bag,Beauty,East,SP024,4.0,1165.76,10.0,4196.74,1.0
102791,2025-10-05,Book,Clothing,East,SP034,4.0,158.7,15.0,539.58,2.0
102792,2025-12-24,,Beauty,West,SP034,4.0,50.15,5.0,190.57,1.0
102793,2025-04-27,Laptop,Books,South,SP030,5.0,1559.88,20.0,6239.52,1.0
102794,2025-03-01,Mixer,Electronics,West,SP010,4.0,856.37,20.0,2740.38,2.0
102795,2024-07-26,Headphones,Home,West,SP032,20.0,1758.83,20.0,28141.28,1.0
102796,2025-07-02,Laptop,Sports,West,SP036,7.0,972.9,5.0,6469.78,
102797,2024-01-08,Laptop,Books,East,SP023,6.0,1597.55,20.0,7668.24,4.0
102798,2025-05-27,Watch,Books,East,SP013,2.0,34.39,25.0,51.59,2.0
102799,2024-08-06,Phone,Sports,North,SP025,13.0,1928.2,5.0,23813.27,5.0
102800,2025-11-15,Watch,Sports,West,SP002,13.0,1105.21,15.0,12212.57,4.0
102801,2025-03-29,Phone,Clothing,East,SP045,12.0,137.25,20.0,1317.6,2.0
102802,2024-04-01,Headphones,Home,South,SP025,11.0,114.56,0.0,1260.16,1.0
102803,2024-01-05,Chair,Home,North,SP042,16.0,1855.85,5.0,28208.92,5.0
102804,2024-09-21,Phone,Beauty,South,SP037,6.0,567.73,5.0,3236.06,2.0
102805,2024-10-22,Phone,Clothing,North,SP001,18.0,,,24642.43,3.0
102806,2024-04-19,Laptop,Home,South,SP003,14.0,1203.37,0.0,16847.18,2.0
102807,2024-04-13,Bag,Books,East,SP049,12.0,1823.63,15.0,18601.03,5.0
102808,2025-02-01,Chair,Books,East,SP015,10.0,811.54,5.0,7709.63,3.0
102809,2025-07-17,Laptop,Electronics,East,SP032,3.0,191.48,,517.0,4.0
102810,2024-09-22,,Electronics,East,SP031,5.0,983.72,20.0,3934.88,2.0
102811,2025-07-19,Shoes,Beauty,North,SP029,11.0,645.3,0.0,7098.3,4.0
102812,2024-12-03,Book,Beauty,West,SP033,4.0,272.3,20.0,871.36,1.0
102813,2024-12-15,Laptop,Books,West,SP011,12.0,522.9,,5333.58,2.0
102814,2025-01-27,Headphones,Books,East,SP050,1.0,311.25,10.0,280.12,3.0
102815,2025-03-08,Book,Electronics,,SP007,15.0,939.78,0.0,14096.7,1.0
102816,2025-04-16,Bag,Electronics,East,SP025,7.0,126.99,20.0,711.14,3.0
102817,2025-10-29,Chair,Sports,North,SP014,16.0,1065.46,25.0,12785.52,1.0
102818,2025-05-13,Mixer,Electronics,South,SP029,11.0,617.26,5.0,6450.37,3.0
102819,2024-03-15,Bag,Books,South,SP025,10.0,1008.99,10.0,9080.91,1.0
102820,2024-06-14,Headphones,Books,West,SP010,19.0,349.65,10.0,5979.01,4.0
102821,2024-07-09,Laptop,Sports,West,SP028,18.0,1034.81,10.0,16763.92,3.0
102822,2024-05-19,Chair,Clothing,West,SP005,1.0,893.41,15.0,759.4,
102823,2024-12-12,,Sports,,SP023,7.0,1454.63,15.0,8655.05,5.0
102824,2024-05-08,,Sports,North,SP027,7.0,1786.77,15.0,10631.28,1.0
102825,2024-09-26,Headphones,Beauty,South,SP012,17.0,1837.45,20.0,24989.32,1.0
102826,2025-12-11,Watch,Electronics,East,SP002,11.0,1561.44,5.0,16317.05,5.0
102827,2025-09-10,Headphones,Books,North,SP021,5.0,951.16,20.0,3804.64,5.0
102828,2025-04-05,Book,Clothing,East,SP027,14.0,1903.33,,26646.62,4.0
102829,2024-02-29,Bag,Books,East,SP023,16.0,1002.88,15.0,13639.17,3.0
102830,2024-06-11,Laptop,Clothing,East,SP010,14.0,1701.82,20.0,19060.38,2.0
102831,2025-05-03,Shoes,Sports,South,SP012,7.0,1721.33,25.0,9036.98,1.0
102832,2025-12-24,Shoes,Sports,North,SP007,6.0,355.01,25.0,1597.55,1.0
102833,2025-04-20,Headphones,Beauty,North,SP032,12.0,1304.24,15.0,13303.25,1.0
102834,2025-03-09,Shoes,Beauty,,SP008,6.0,119.13,10.0,643.3,3.0
102835,2024-10-01,Chair,Electronics,East,SP012,18.0,811.28,20.0,11682.43,1.0
102836,2025-03-11,Shoes,Clothing,North,SP012,19.0,20.69,20.0,314.49,4.0
102837,2025-08-05,Shoes,Books,West,SP018,18.0,32.76,10.0,530.71,4.0
102838,2024-03-20,Phone,Sports,,SP049,2.0,847.49,0.0,1694.98,1.0
102839,2024-08-09,Bag,Electronics,East,SP044,3.0,803.12,5.0,2288.89,1.0
102840,2024-02-03,Shoes,Sports,West,SP012,10.0,1168.69,5.0,11102.56,3.0
102841,2024-10-13,Bag,Clothing,East,SP029,13.0,1157.26,0.0,15044.38,4.0
102842,2024-09-04,Camera,Electronics,West,SP049,18.0,15.63,5.0,267.27,3.0
102843,2024-09-23,Camera,Books,East,SP007,2.0,316.77,10.0,570.19,5.0
102844,2024-08-12,Shoes,Sports,South,SP035,20.0,453.61,15.0,7711.37,1.0
102845,2024-06-12,Chair,Home,North,SP020,19.0,240.16,15.0,3878.58,5.0
102846,2025-03-15,Headphones,Sports,West,SP042,2.0,255.25,15.0,433.93,3.0
102847,2024-06-24,Watch,Home,South,SP038,15.0,1726.71,20.0,20720.52,4.0
102848,2024-09-28,Book,Electronics,,SP047,20.0,1499.09,20.0,23985.44,1.0
102849,2025-06-01,Headphones,Books,West,SP024,18.0,872.52,0.0,15705.36,4.0
102850,2024-01-23,Phone,Beauty,South,SP039,6.0,93.97,0.0,563.82,1.0
102851,2024-06-18,Watch,Clothing,North,SP018,6.0,1544.44,10.0,8339.98,3.0
102852,2025-07-09,Chair,Clothing,South,SP023,19.0,1828.17,20.0,27788.18,2.0
102853,2024-09-10,Chair,Home,North,SP003,7.0,350.76,5.0,2332.55,
102854,2025-01-18,,Beauty,,SP022,11.0,691.38,0.0,7605.18,3.0
102855,2024-12-02,Camera,Beauty,East,SP045,2.0,455.94,15.0,775.1,2.0
102856,2025-09-30,Chair,Clothing,East,SP016,7.0,1511.33,5.0,10050.34,
102857,2024-06-16,Mixer,Electronics,East,SP037,19.0,856.38,0.0,16271.22,5.0
102858,2025-10-22,Watch,Electronics,South,SP038,8.0,249.29,10.0,1794.89,1.0
102859,2025-03-30,Book,Beauty,South,SP004,11.0,1503.96,15.0,14062.03,1.0
102860,2024-05-26,Chair,Electronics,West,SP030,,1934.13,15.0,13152.08,3.0
102861,2025-08-25,Laptop,Sports,South,SP039,12.0,559.32,0.0,6711.84,3.0
102862,2025-10-18,Book,Beauty,North,SP038,3.0,1134.88,15.0,2893.94,2.0
102863,2024-07-04,Chair,Electronics,West,SP024,13.0,895.45,25.0,8730.64,2.0
102864,2025-02-14,Bag,Home,South,SP043,5.0,1888.59,10.0,8498.65,5.0
102865,2025-10-06,Shoes,Books,North,SP040,13.0,507.49,0.0,6597.37,4.0
102866,2024-05-03,Laptop,Electronics,South,SP043,15.0,1618.26,5.0,23060.21,5.0
102867,2024-10-02,Laptop,Clothing,South,SP046,11.0,1749.75,10.0,17322.53,1.0
102868,2024-03-05,Book,Electronics,East,SP007,12.0,1383.71,10.0,14944.07,3.0
102869,2024-08-02,,Home,South,SP043,5.0,205.23,25.0,769.61,1.0
102870,2025-06-13,Bag,Books,South,SP017,15.0,972.8,20.0,11673.6,4.0
102871,2025-09-11,Watch,Clothing,South,SP006,5.0,751.85,25.0,2819.44,5.0
102872,2025-07-12,Book,Books,North,SP038,8.0,1417.85,,10208.52,2.0
102873,2024-01-08,Bag,Electronics,West,SP032,10.0,1544.46,15.0,13127.91,4.0
102874,2025-08-11,Shoes,Beauty,West,SP023,7.0,1923.48,5.0,12791.14,1.0
102875,2025-01-01,Book,Sports,East,SP028,20.0,1885.8,5.0,35830.2,3.0
102876,2024-02-28,Book,Books,South,SP048,17.0,670.42,20.0,9117.71,5.0
102877,2024-06-24,,Clothing,West,SP012,11.0,1400.44,25.0,11553.63,
102878,2025-06-04,Camera,Clothing,East,SP020,9.0,798.81,5.0,6829.83,2.0
102879,2025-10-14,Camera,Sports,South,SP036,11.0,1475.54,0.0,16230.94,2.0
102880,2024-06-25,Phone,Beauty,South,SP023,6.0,1739.8,0.0,10438.8,4.0
102881,2024-06-21,Headphones,Clothing,East,SP012,,897.21,20.0,7177.68,1.0
102882,2024-04-02,Watch,Electronics,East,SP037,6.0,1586.87,,9045.16,5.0
102883,2024-06-28,Camera,Books,West,SP026,20.0,27.83,0.0,556.6,2.0
102884,2025-12-11,Headphones,Electronics,East,SP022,15.0,84.32,15.0,1075.08,1.0
102885,2025-08-17,Phone,Sports,,SP042,12.0,863.47,5.0,9843.56,1.0
102886,2024-01-20,Phone,Beauty,South,SP016,8.0,1230.97,0.0,9847.76,3.0
102887,2024-07-24,Shoes,Home,West,SP006,18.0,1240.28,5.0,21208.79,1.0
102888,2025-08-29,Laptop,Sports,North,SP034,8.0,767.73,0.0,6141.84,
102889,2025-04-17,Headphones,Home,West,SP008,16.0,1319.86,10.0,19005.98,4.0
102890,2024-02-26,Headphones,Home,South,SP046,16.0,1951.35,5.0,29660.52,5.0
102891,2025-12-31,Book,Clothing,West,SP012,12.0,25.6,20.0,245.76,2.0
102892,2024-10-04,Shoes,Clothing,North,SP014,14.0,184.81,15.0,2199.24,2.0
102893,2025-02-24,Watch,Home,North,SP028,4.0,29.8,20.0,95.36,3.0
102894,2024-05-20,Book,Home,East,SP008,7.0,1432.26,15.0,8521.95,2.0
102895,2025-04-15,,Beauty,East,SP031,6.0,930.52,25.0,4187.34,4.0
102896,2024-02-02,Watch,Beauty,East,SP012,14.0,1718.01,5.0,22849.53,5.0
102897,2024-02-16,Bag,Home,East,SP007,9.0,1760.6,0.0,15845.4,5.0
102898,2025-07-17,Bag,Beauty,South,SP012,15.0,44.45,0.0,666.75,3.0
102899,2025-12-15,Watch,Beauty,South,SP029,6.0,87.15,5.0,496.76,3.0
102900,2024-09-30,Shoes,Clothing,East,SP023,9.0,160.15,15.0,1225.15,4.0
102901,2024-12-09,Camera,Home,West,SP037,7.0,1004.46,15.0,5976.54,1.0
102902,2024-06-18,Book,Books,South,SP025,12.0,1748.92,20.0,16789.63,2.0
102903,2025-03-04,Bag,Clothing,South,SP034,18.0,1137.8,10.0,18432.36,4.0
102904,2025-12-24,Laptop,Beauty,East,SP015,9.0,131.12,0.0,1180.08,5.0
102905,2024-12-11,Shoes,Electronics,West,SP047,11.0,966.01,10.0,9563.5,3.0
