ExpenseID,Date,Category,Amount,Quantity,MonthlyBudget,PaymentMethod,Description,Merchant,City
2511,2025-08-27,Transport,18149.0,10.0,5932.0,Cash,Expense 2511,Flipkart,Surat
2512,2025-12-10,Food,96.0,4.0,50715.0,Cash,,Amazon,Rajkot
2513,2025-07-17,Rent,925.0,13.0,38164.0,Debit Card,Expense 2513,Ola,Vadodara
2514,2025-07-01,Health,19619.0,10.0,46223.0,UPI,Expense 2514,Zomato,Pune
2515,2025-03-11,Food,6415.0,10.0,11052.0,Net Banking,Expense 2515,Reliance Fresh,Bangalore
2516,2025-02-24,Transport,19380.0,9.0,5248.0,Cash,Expense 2516,Ola,Mumbai
2517,2025-12-07,Bills,264.0,1.0,,Net Banking,Expense 2517,Flipkart,Jaipur
2518,2025-11-14,Food,3618.0,7.0,15020.0,Wallet,Expense 2518,Zomato,Ahmedabad
2519,2025-09-15,Shopping,523.0,9.0,47490.0,Credit Card,Expense 2519,Big Bazaar,Surat
2520,2025-03-10,Transport,6917.0,7.0,12879.0,Debit Card,Expense 2520,Flipkart,Pune
2521,2025-08-14,Education,1583.0,13.0,23661.0,Debit Card,Expense 2521,Medical Store,Vadodara
2522,2025-12-25,Entertainment,16110.0,14.0,28185.0,Credit Card,Expense 2522,,Bangalore
2523,2025-06-09,Medical,4398.0,15.0,,UPI,Expense 2523,Amazon,Ahmedabad
2524,2025-07-02,Shopping,6879.0,3.0,29214.0,Cash,Expense 2524,Medical Store,Bangalore
2525,2025-11-13,Food,2807.0,15.0,48648.0,Wallet,Expense 2525,Ola,Rajkot
2526,2025-09-02,Transport,11814.0,1.0,53084.0,Wallet,Expense 2526,Uber,Delhi
2527,2025-12-20,Health,4911.0,7.0,15245.0,Cash,Expense 2527,Big Bazaar,Mumbai
2528,2025-08-05,Entertainment,,10.0,41723.0,Wallet,Expense 2528,Flipkart,Pune
2529,2025-07-15,Entertainment,2653.0,1.0,13124.0,Net Banking,Expense 2529,Medical Store,Delhi
2530,2025-08-21,Rent,13437.0,4.0,46414.0,UPI,Expense 2530,Ola,Mumbai
2531,2025-03-01,Entertainment,11808.0,9.0,25817.0,Credit Card,Expense 2531,Swiggy,Surat
2532,2025-08-16,Transport,9423.0,14.0,58871.0,Cash,Expense 2532,Medical Store,Vadodara
2533,2025-06-28,Entertainment,19061.0,9.0,39925.0,UPI,Expense 2533,Amazon,Surat
2534,2025-09-03,Health,19277.0,2.0,54476.0,Debit Card,Expense 2534,Swiggy,Surat
2535,2025-05-13,Entertainment,2036.0,3.0,6046.0,Credit Card,Expense 2535,Reliance Fresh,Pune
2536,2025-07-26,Transport,1156.0,3.0,6184.0,Net Banking,Expense 2536,Flipkart,Mumbai
2537,2025-04-11,Medical,16052.0,14.0,59266.0,Debit Card,Expense 2537,Uber,Bangalore
2538,2025-03-15,Travel,14263.0,8.0,12023.0,Debit Card,Expense 2538,Uber,Jaipur
2539,2025-09-09,Fuel,1117.0,11.0,7709.0,UPI,Expense 2539,Flipkart,Bangalore
2540,2025-09-04,Transport,19967.0,7.0,9531.0,UPI,Expense 2540,Reliance Fresh,Bangalore
2541,2025-01-16,Medical,6371.0,4.0,6464.0,Wallet,Expense 2541,Ola,Pune
2542,2025-10-26,Travel,15763.0,2.0,12913.0,Wallet,Expense 2542,Medical Store,Ahmedabad
2543,2025-06-04,Rent,14770.0,1.0,17312.0,Cash,Expense 2543,Reliance Fresh,Jaipur
2544,2025-07-27,Medical,4630.0,9.0,51948.0,Net Banking,Expense 2544,Ola,Mumbai
2545,2025-05-05,Shopping,1858.0,14.0,58519.0,UPI,Expense 2545,DMart,Rajkot
2546,2025-04-04,Education,18653.0,4.0,53166.0,Debit Card,Expense 2546,Ola,Pune
2547,2025-07-26,Shopping,18612.0,2.0,54299.0,Debit Card,Expense 2547,Flipkart,Jaipur
2548,2025-04-04,Rent,102.0,,33843.0,Credit Card,Expense 2548,DMart,Mumbai
2549,2025-11-02,Rent,19345.0,1.0,14318.0,Cash,Expense 2549,Swiggy,Surat
2550,2025-08-28,Shopping,5263.0,6.0,37357.0,Credit Card,Expense 2550,Big Bazaar,Pune
2551,2025-02-10,Medical,6204.0,10.0,44375.0,Debit Card,Expense 2551,Reliance Fresh,Pune
2552,2025-06-27,Food,15829.0,3.0,29469.0,Net Banking,Expense 2552,Swiggy,Surat
2553,2025-05-10,Food,7972.0,1.0,12682.0,UPI,,Medical Store,Rajkot
2554,2025-02-15,Medical,3926.0,4.0,25650.0,Net Banking,,Medical Store,Ahmedabad
2555,2025-03-17,Rent,17106.0,7.0,23918.0,Wallet,Expense 2555,Zomato,Bangalore
2556,2025-01-27,Groceries,10156.0,5.0,58026.0,Debit Card,Expense 2556,DMart,Ahmedabad
2557,2025-11-19,Medical,18817.0,4.0,9403.0,Debit Card,Expense 2557,Zomato,Bangalore
2558,2025-06-14,Education,18227.0,,6553.0,Debit Card,Expense 2558,Amazon,Bangalore
2559,2025-12-28,Travel,9347.0,3.0,7602.0,Credit Card,Expense 2559,Medical Store,Delhi
2560,2025-04-11,Health,9180.0,4.0,33303.0,Cash,Expense 2560,Zomato,Mumbai
2561,2025-10-15,Travel,193.0,11.0,26722.0,Net Banking,Expense 2561,Medical Store,Jaipur
2562,2025-08-18,Rent,18359.0,9.0,28544.0,Wallet,Expense 2562,Big Bazaar,Rajkot
2563,2025-10-19,Travel,,2.0,,UPI,Expense 2563,Zomato,Pune
2564,2025-11-22,Bills,6897.0,11.0,44575.0,Debit Card,Expense 2564,Zomato,Bangalore
2565,2025-11-10,Groceries,13037.0,4.0,27494.0,Credit Card,,Amazon,Delhi
2566,2025-03-10,Bills,16669.0,15.0,15452.0,Cash,Expense 2566,Medical Store,Ahmedabad
2567,2025-11-24,Rent,18628.0,,35896.0,Cash,Expense 2567,Amazon,Bangalore
2568,2025-04-22,Travel,6093.0,3.0,42867.0,Cash,Expense 2568,Ola,Jaipur
2569,2025-08-19,Travel,7890.0,11.0,58854.0,Credit Card,Expense 2569,Ola,Hyderabad
2570,2025-01-09,Education,7711.0,15.0,18218.0,Debit Card,Expense 2570,Swiggy,Vadodara
2571,2025-01-16,Health,15023.0,4.0,,Net Banking,Expense 2571,DMart,Hyderabad
2572,2025-04-08,Food,,9.0,5776.0,Credit Card,Expense 2572,Uber,Vadodara
2573,2025-06-03,Rent,4319.0,14.0,38167.0,Net Banking,Expense 2573,Medical Store,Surat
2574,2025-04-10,Rent,7029.0,6.0,18113.0,Debit Card,Expense 2574,Amazon,Mumbai
2575,2025-06-07,Groceries,3957.0,7.0,30285.0,Net Banking,,Zomato,Rajkot
2576,2025-05-03,Shopping,19106.0,9.0,26553.0,Debit Card,Expense 2576,Uber,Delhi
2577,2025-07-28,Groceries,4219.0,15.0,45838.0,UPI,Expense 2577,Big Bazaar,Jaipur
2578,2025-06-11,Entertainment,3485.0,2.0,55694.0,Cash,Expense 2578,Uber,Jaipur
2579,2025-12-26,Groceries,,12.0,40258.0,Debit Card,Expense 2579,Swiggy,Rajkot
2580,2025-05-01,Shopping,15904.0,12.0,14135.0,UPI,Expense 2580,Big Bazaar,Delhi
2581,2025-11-13,Groceries,18157.0,8.0,42660.0,Cash,Expense 2581,DMart,Hyderabad
2582,2025-12-22,Bills,724.0,6.0,35153.0,Debit Card,Expense 2582,Swiggy,Mumbai
2583,2025-04-25,Transport,15283.0,11.0,37317.0,Cash,Expense 2583,Big Bazaar,Mumbai
2584,2025-03-11,Entertainment,6182.0,13.0,7544.0,UPI,Expense 2584,Flipkart,Rajkot
2585,2025-03-16,Education,19542.0,7.0,24290.0,Cash,Expense 2585,Amazon,Mumbai
2586,2025-11-18,Health,5540.0,3.0,52446.0,Debit Card,Expense 2586,Medical Store,Mumbai
2587,2025-02-28,Health,282.0,6.0,5928.0,UPI,Expense 2587,Zomato,Bangalore
2588,2025-11-06,Travel,2247.0,12.0,58286.0,UPI,Expense 2588,Uber,Pune
2589,2025-01-20,Health,5403.0,3.0,17534.0,Credit Card,Expense 2589,Reliance Fresh,Vadodara
2590,2025-09-06,Education,13384.0,1.0,43832.0,Net Banking,Expense 2590,Reliance Fresh,Bangalore
2591,2025-08-05,Fuel,5962.0,9.0,59115.0,Net Banking,Expense 2591,Zomato,Pune
2592,2025-12-23,Medical,14575.0,10.0,52335.0,UPI,Expense 2592,Reliance Fresh,Jaipur
2593,2025-04-03,Transport,15969.0,2.0,7102.0,Wallet,Expense 2593,Zomato,Vadodara
2594,2025-11-27,Health,2149.0,5.0,28517.0,UPI,Expense 2594,DMart,Delhi
2595,2025-01-28,Food,7553.0,7.0,23341.0,Net Banking,,Medical Store,Bangalore
2596,2025-04-23,Rent,3697.0,,13901.0,Debit Card,Expense 2596,Uber,Mumbai
2597,2025-08-08,Health,17061.0,3.0,,Wallet,Expense 2597,Flipkart,Bangalore
2598,2025-12-04,Transport,7776.0,6.0,11301.0,UPI,Expense 2598,Flipkart,Bangalore
2599,2025-05-02,Shopping,5697.0,13.0,8828.0,Net Banking,,Uber,Bangalore
2600,2025-09-01,Groceries,9559.0,4.0,50356.0,Debit Card,Expense 2600,Swiggy,Vadodara
2601,2025-11-23,Travel,3856.0,6.0,16634.0,Wallet,Expense 2601,Swiggy,Surat
2602,2025-08-25,Groceries,13105.0,14.0,7237.0,Credit Card,Expense 2602,,Rajkot
2603,2025-08-01,Rent,14140.0,5.0,13643.0,Wallet,Expense 2603,Zomato,Vadodara
2604,2025-08-19,Health,7283.0,4.0,34672.0,Net Banking,Expense 2604,Reliance Fresh,Jaipur
2605,2025-12-25,Entertainment,18869.0,14.0,26846.0,Cash,Expense 2605,Reliance Fresh,Ahmedabad
2606,2025-12-11,Rent,12402.0,14.0,41866.0,UPI,Expense 2606,,Ahmedabad
2607,2025-06-19,Health,16281.0,11.0,23227.0,Wallet,Expense 2607,Big Bazaar,Hyderabad
2608,2025-02-25,Education,9621.0,5.0,9991.0,Credit Card,Expense 2608,Big Bazaar,Jaipur
2609,2025-04-25,Fuel,7929.0,12.0,6294.0,UPI,Expense 2609,Uber,Pune
2610,2025-09-11,Bills,2438.0,4.0,46048.0,Net Banking,,Big Bazaar,Mumbai
2611,2025-04-28,Rent,3738.0,9.0,57047.0,Cash,Expense 2611,Big Bazaar,Vadodara
2612,2025-10-19,Travel,16328.0,5.0,50760.0,UPI,Expense 2612,Zomato,Rajkot
2613,2025-01-17,Medical,,1.0,34318.0,Cash,Expense 2613,Reliance Fresh,Bangalore
2614,2025-06-27,Health,16721.0,4.0,8061.0,Cash,Expense 2614,DMart,Delhi
2615,2025-04-19,Education,19518.0,12.0,15989.0,Net Banking,Expense 2615,Swiggy,Jaipur
2616,2025-01-11,Rent,11147.0,6.0,43385.0,Wallet,Expense 2616,Amazon,Rajkot
2617,2025-07-18,Food,17759.0,10.0,24666.0,Credit Card,Expense 2617,Uber,Hyderabad
2618,2025-04-20,Entertainment,6848.0,6.0,52366.0,Credit Card,Expense 2618,Reliance Fresh,Surat
2619,2025-07-23,Groceries,3543.0,4.0,57595.0,UPI,Expense 2619,DMart,Bangalore
2620,2025-02-24,Education,2229.0,4.0,32454.0,UPI,Expense 2620,Zomato,Delhi
2621,2025-05-26,Entertainment,4630.0,2.0,56776.0,Net Banking,Expense 2621,Swiggy,Vadodara
2622,2025-03-17,Entertainment,15065.0,15.0,26028.0,UPI,Expense 2622,Uber,Ahmedabad
2623,2025-08-08,Food,17886.0,4.0,22521.0,Credit Card,Expense 2623,DMart,Hyderabad
2624,2025-10-01,Health,15515.0,11.0,42245.0,Wallet,Expense 2624,Zomato,Hyderabad
2625,2025-02-20,Medical,12377.0,8.0,11079.0,Credit Card,Expense 2625,DMart,Delhi
2626,2025-08-09,Travel,5439.0,12.0,10065.0,Debit Card,Expense 2626,Medical Store,Jaipur
2627,2025-12-14,Health,18971.0,10.0,44472.0,Debit Card,Expense 2627,Amazon,Vadodara
2628,2025-04-02,Entertainment,4379.0,2.0,45395.0,Wallet,Expense 2628,,Surat
2629,2025-07-14,Groceries,,11.0,36616.0,Cash,Expense 2629,Swiggy,Delhi
2630,2025-08-19,Fuel,12606.0,1.0,52512.0,Credit Card,Expense 2630,Ola,Hyderabad
2631,2025-04-28,Bills,,,10609.0,Wallet,,Big Bazaar,Pune
2632,2025-09-17,Education,9818.0,11.0,5275.0,Credit Card,Expense 2632,,Pune
2633,2025-12-14,Health,12893.0,1.0,16957.0,Net Banking,,Ola,Delhi
2634,2025-08-04,Transport,5102.0,5.0,51672.0,Cash,Expense 2634,Flipkart,Ahmedabad
2635,2025-01-26,Transport,4629.0,4.0,35084.0,Cash,Expense 2635,Flipkart,Rajkot
2636,2025-04-27,Entertainment,13192.0,7.0,53093.0,Net Banking,Expense 2636,Flipkart,Delhi
2637,2025-04-23,Entertainment,9922.0,13.0,,Cash,Expense 2637,Big Bazaar,Pune
2638,2025-01-05,Shopping,13095.0,2.0,13805.0,Debit Card,Expense 2638,Medical Store,Hyderabad
2639,2025-05-26,Health,7472.0,12.0,46919.0,Net Banking,Expense 2639,Amazon,Hyderabad
2640,2025-11-21,Entertainment,19939.0,2.0,53087.0,Debit Card,Expense 2640,Uber,Jaipur
2641,2025-11-15,Travel,15743.0,1.0,35333.0,Debit Card,Expense 2641,Medical Store,Pune
2642,2025-05-17,Shopping,3961.0,7.0,54627.0,Credit Card,Expense 2642,Uber,Mumbai
2643,2025-09-14,Food,18196.0,11.0,30717.0,UPI,Expense 2643,Swiggy,Jaipur
2644,2025-02-10,Bills,16905.0,10.0,14140.0,Credit Card,Expense 2644,Medical Store,Delhi
2645,2025-05-02,Food,4865.0,9.0,28556.0,Cash,,DMart,Jaipur
2646,2025-04-04,Rent,16137.0,,,UPI,Expense 2646,DMart,Rajkot
2647,2025-10-07,Health,13556.0,13.0,55470.0,Debit Card,Expense 2647,Ola,Mumbai
2648,2025-10-11,Food,12516.0,10.0,13016.0,Net Banking,Expense 2648,Uber,Pune
2649,2025-10-12,Travel,5376.0,3.0,27242.0,Wallet,Expense 2649,DMart,Delhi
2650,2025-07-14,Education,19971.0,15.0,46908.0,Wallet,Expense 2650,Zomato,Pune
2651,2025-01-12,Rent,16827.0,6.0,43171.0,Credit Card,Expense 2651,DMart,Jaipur
2652,2025-09-17,Health,15273.0,11.0,30399.0,Cash,Expense 2652,Ola,Mumbai
2653,2025-03-07,Entertainment,18188.0,2.0,46782.0,Credit Card,Expense 2653,Zomato,Jaipur
2654,2025-09-16,Transport,8016.0,13.0,40300.0,Net Banking,Expense 2654,Amazon,Delhi
2655,2025-06-18,Medical,15427.0,3.0,,UPI,Expense 2655,Ola,Jaipur
2656,2025-01-08,Food,15690.0,15.0,50978.0,Cash,Expense 2656,Medical Store,Jaipur
2657,2025-01-26,Entertainment,14591.0,10.0,54479.0,Wallet,Expense 2657,Big Bazaar,Pune
2658,2025-10-05,Education,2023.0,8.0,55007.0,Net Banking,Expense 2658,Reliance Fresh,Jaipur
2659,2025-02-14,Entertainment,17708.0,7.0,57193.0,Wallet,Expense 2659,Uber,Surat
2660,2025-10-27,Fuel,5554.0,7.0,37372.0,Cash,Expense 2660,Big Bazaar,Vadodara
2661,2025-11-02,Transport,17541.0,8.0,55284.0,UPI,Expense 2661,Zomato,Hyderabad
2662,2025-06-26,Education,4268.0,7.0,55740.0,UPI,Expense 2662,,Mumbai
2663,2025-04-11,Entertainment,,6.0,42457.0,Net Banking,Expense 2663,,Surat
2664,2025-01-27,Transport,18275.0,3.0,25002.0,Debit Card,Expense 2664,Swiggy,Delhi
2665,2025-10-10,Education,5816.0,,57721.0,Credit Card,Expense 2665,Reliance Fresh,Mumbai
2666,2025-04-10,Travel,,14.0,,UPI,Expense 2666,Big Bazaar,Delhi
2667,2025-03-13,Medical,2222.0,13.0,17806.0,UPI,Expense 2667,Zomato,Rajkot
2668,2025-06-14,Education,13177.0,7.0,12903.0,UPI,Expense 2668,Reliance Fresh,Hyderabad
2669,2025-02-07,Bills,18737.0,12.0,55232.0,Cash,Expense 2669,Big Bazaar,Hyderabad
2670,2025-09-16,Shopping,11434.0,13.0,14038.0,Wallet,Expense 2670,Big Bazaar,Jaipur
2671,2025-10-14,Shopping,16117.0,8.0,58178.0,UPI,Expense 2671,Zomato,Bangalore
2672,2025-09-21,Travel,10327.0,8.0,12347.0,UPI,Expense 2672,Big Bazaar,Rajkot
2673,2025-02-11,Bills,10356.0,11.0,34589.0,Wallet,Expense 2673,Flipkart,Pune
2674,2025-11-18,Entertainment,13907.0,6.0,6977.0,Credit Card,Expense 2674,DMart,Rajkot
2675,2025-03-09,Travel,4572.0,2.0,,Wallet,Expense 2675,Medical Store,Hyderabad
2676,2025-07-17,Education,19880.0,4.0,21081.0,Net Banking,Expense 2676,Flipkart,Pune
2677,2025-03-24,Education,13896.0,12.0,5629.0,Credit Card,Expense 2677,Amazon,Rajkot
2678,2025-01-07,Travel,14652.0,,27035.0,Wallet,Expense 2678,Big Bazaar,Delhi
2679,2025-08-01,Food,14501.0,6.0,54766.0,Wallet,Expense 2679,Ola,Delhi
2680,2025-11-14,Bills,10247.0,3.0,59759.0,Credit Card,,Uber,Surat
2681,2025-02-17,Travel,17557.0,9.0,47094.0,UPI,Expense 2681,Uber,Ahmedabad
2682,2025-01-06,Education,12569.0,1.0,44505.0,UPI,Expense 2682,Flipkart,Mumbai
2683,2025-01-15,Transport,5973.0,5.0,32046.0,Cash,Expense 2683,Zomato,Bangalore
2684,2025-05-12,Bills,3570.0,7.0,24879.0,Debit Card,Expense 2684,Amazon,Jaipur
2685,2025-12-07,Medical,17636.0,13.0,47520.0,UPI,Expense 2685,Ola,Hyderabad
2686,2025-07-27,Fuel,6423.0,8.0,10836.0,Debit Card,Expense 2686,Big Bazaar,Hyderabad
2687,2025-03-18,Rent,2231.0,9.0,52302.0,Credit Card,Expense 2687,Reliance Fresh,Hyderabad
2688,2025-08-26,Groceries,6425.0,2.0,,Credit Card,Expense 2688,Uber,Vadodara
2689,2025-04-18,Medical,,8.0,8616.0,Debit Card,Expense 2689,DMart,Surat
2690,2025-09-14,Groceries,12403.0,6.0,57215.0,Cash,Expense 2690,Uber,Ahmedabad
2691,2025-08-14,Shopping,,2.0,31657.0,UPI,Expense 2691,Flipkart,Surat
2692,2025-05-06,Shopping,7723.0,14.0,58201.0,Credit Card,,Swiggy,Delhi
2693,2025-02-03,Travel,5518.0,10.0,45722.0,UPI,Expense 2693,Amazon,Rajkot
2694,2025-07-17,Travel,9384.0,14.0,26705.0,Net Banking,Expense 2694,Swiggy,Bangalore
2695,2025-12-05,Groceries,7224.0,14.0,57860.0,UPI,Expense 2695,,Hyderabad
2696,2025-06-15,Transport,3617.0,,13282.0,Cash,Expense 2696,Reliance Fresh,Hyderabad
2697,2025-07-04,Medical,987.0,7.0,31058.0,UPI,Expense 2697,DMart,Hyderabad
2698,2025-07-28,Medical,15018.0,9.0,11918.0,Net Banking,Expense 2698,Flipkart,Jaipur
2699,2025-08-24,Groceries,13979.0,8.0,20738.0,Credit Card,Expense 2699,Uber,Vadodara
2700,2025-10-03,Entertainment,7928.0,10.0,9854.0,UPI,Expense 2700,,Hyderabad
2701,2025-02-28,Health,2994.0,5.0,21167.0,Credit Card,Expense 2701,Amazon,Ahmedabad
2702,2025-07-02,Groceries,11519.0,14.0,,UPI,Expense 2702,Big Bazaar,Bangalore
2703,2025-07-25,Travel,10763.0,15.0,27009.0,Cash,Expense 2703,Reliance Fresh,Hyderabad
2704,2025-11-25,Bills,,14.0,8714.0,Credit Card,Expense 2704,Medical Store,Pune
2705,2025-11-03,Travel,8594.0,,56914.0,Net Banking,Expense 2705,Uber,Mumbai
2706,2025-08-01,Education,6074.0,15.0,32177.0,Net Banking,Expense 2706,Uber,Ahmedabad
2707,2025-03-11,Groceries,15035.0,7.0,34814.0,Credit Card,Expense 2707,Uber,Jaipur
2708,2025-10-25,Transport,16151.0,3.0,31987.0,Wallet,Expense 2708,Zomato,Pune
2709,2025-07-27,Rent,14309.0,15.0,7950.0,Net Banking,Expense 2709,Ola,Mumbai
2710,2025-04-06,Health,2762.0,12.0,34606.0,Cash,Expense 2710,Medical Store,Ahmedabad
2711,2025-01-14,Fuel,14398.0,2.0,43847.0,Credit Card,Expense 2711,Ola,Surat
2712,2025-07-16,Education,4063.0,4.0,23224.0,Debit Card,Expense 2712,Reliance Fresh,Surat
2713,2025-11-14,Shopping,12869.0,8.0,,Credit Card,,Ola,Delhi
2714,2025-10-24,Rent,1010.0,1.0,,UPI,Expense 2714,Uber,Rajkot
2715,2025-05-14,Food,9865.0,10.0,24410.0,Wallet,Expense 2715,Zomato,Pune
2716,2025-10-11,Medical,12969.0,3.0,7979.0,Wallet,Expense 2716,Uber,Surat
2717,2025-04-03,Groceries,1357.0,9.0,48687.0,UPI,Expense 2717,Ola,Pune
2718,2025-02-19,Transport,19952.0,8.0,45901.0,Cash,Expense 2718,Reliance Fresh,Pune
2719,2025-07-04,Health,13507.0,14.0,11932.0,Cash,Expense 2719,,Hyderabad
2720,2025-05-24,Fuel,7159.0,10.0,32042.0,Cash,Expense 2720,Big Bazaar,Surat
2721,2025-04-20,Education,18867.0,10.0,26520.0,Credit Card,Expense 2721,Swiggy,Ahmedabad
2722,2025-01-09,Bills,2056.0,,,Net Banking,Expense 2722,Amazon,Surat
2723,2025-09-23,Travel,12860.0,6.0,9431.0,Debit Card,Expense 2723,Flipkart,Vadodara
2724,2025-10-15,Entertainment,19984.0,13.0,45221.0,Wallet,Expense 2724,Ola,Rajkot
2725,2025-11-26,Food,2156.0,3.0,9612.0,Wallet,Expense 2725,Amazon,Pune
2726,2025-05-08,Entertainment,17995.0,1.0,22862.0,Debit Card,Expense 2726,Uber,Ahmedabad
2727,2025-11-23,Groceries,10918.0,1.0,10692.0,Wallet,Expense 2727,Reliance Fresh,Pune
2728,2025-05-27,Medical,5567.0,11.0,23622.0,Wallet,Expense 2728,DMart,Surat
2729,2025-05-24,Medical,5027.0,10.0,49722.0,Cash,Expense 2729,Ola,Rajkot
2730,2025-09-10,Groceries,2127.0,3.0,59089.0,Cash,Expense 2730,Swiggy,Bangalore
2731,2025-03-25,Entertainment,3740.0,1.0,22754.0,Cash,Expense 2731,Zomato,Mumbai
2732,2025-08-24,Medical,2617.0,2.0,56125.0,Credit Card,Expense 2732,Big Bazaar,Delhi
2733,2025-02-08,Education,12826.0,11.0,,Cash,Expense 2733,Reliance Fresh,Bangalore
2734,2025-05-02,Food,16688.0,7.0,21326.0,Credit Card,Expense 2734,Zomato,Surat
2735,2025-09-04,Education,17582.0,1.0,52570.0,Cash,Expense 2735,Amazon,Jaipur
2736,2025-01-17,Rent,13719.0,10.0,44352.0,Net Banking,Expense 2736,Amazon,Mumbai
2737,2025-12-08,Groceries,9306.0,2.0,12072.0,UPI,Expense 2737,Flipkart,Surat
2738,2025-09-27,Groceries,13752.0,2.0,30500.0,UPI,Expense 2738,Ola,Pune
2739,2025-06-19,Shopping,2387.0,8.0,12664.0,Debit Card,Expense 2739,Amazon,Hyderabad
2740,2025-12-09,Bills,7894.0,13.0,36342.0,Credit Card,Expense 2740,Big Bazaar,Delhi
2741,2025-10-01,Travel,17082.0,8.0,6865.0,Wallet,Expense 2741,Flipkart,Pune
2742,2025-03-11,Health,14886.0,8.0,33493.0,Credit Card,Expense 2742,Flipkart,Bangalore
2743,2025-07-03,Travel,9023.0,13.0,,UPI,Expense 2743,Big Bazaar,Surat
2744,2025-03-18,Travel,17290.0,5.0,12231.0,Cash,Expense 2744,Flipkart,Pune
2745,2025-06-20,Entertainment,9006.0,11.0,58711.0,Credit Card,Expense 2745,Amazon,Rajkot
2746,2025-05-09,Entertainment,18517.0,13.0,,UPI,Expense 2746,,Rajkot
2747,2025-10-23,Food,8802.0,13.0,42819.0,Debit Card,Expense 2747,Reliance Fresh,Jaipur
2748,2025-04-03,Entertainment,15613.0,14.0,39887.0,Debit Card,Expense 2748,Reliance Fresh,Rajkot
2749,2025-05-12,Shopping,9818.0,3.0,15167.0,Wallet,Expense 2749,Swiggy,Rajkot
2750,2025-08-21,Transport,5409.0,6.0,23127.0,Wallet,Expense 2750,DMart,Jaipur
2751,2025-05-09,Groceries,11918.0,6.0,9777.0,UPI,Expense 2751,Zomato,Bangalore
2752,2025-02-22,Groceries,16619.0,9.0,14382.0,Cash,Expense 2752,Big Bazaar,Bangalore
2753,2025-12-04,Fuel,8353.0,11.0,20342.0,Wallet,Expense 2753,Flipkart,Jaipur
2754,2025-05-20,Transport,2544.0,11.0,33053.0,Net Banking,Expense 2754,Uber,Vadodara
2755,2025-09-09,Entertainment,13651.0,6.0,59755.0,Wallet,Expense 2755,Flipkart,Vadodara
2756,2025-01-14,Travel,2895.0,,28822.0,Credit Card,Expense 2756,Swiggy,Bangalore
2757,2025-08-12,Groceries,484.0,13.0,6441.0,Credit Card,Expense 2757,Uber,Mumbai
2758,2025-08-03,Groceries,13714.0,1.0,34461.0,Cash,Expense 2758,DMart,Pune
2759,2025-11-28,Health,8964.0,2.0,54621.0,Credit Card,Expense 2759,Medical Store,Vadodara
2760,2025-01-07,Health,11625.0,4.0,24402.0,Net Banking,Expense 2760,Amazon,Surat
2761,2025-09-17,Education,12484.0,11.0,38180.0,Wallet,Expense 2761,Reliance Fresh,Hyderabad
2762,2025-09-17,Transport,12334.0,1.0,50856.0,Wallet,Expense 2762,DMart,Rajkot
2763,2025-12-24,Rent,1591.0,11.0,16158.0,Cash,Expense 2763,Uber,Jaipur
2764,2025-10-05,Fuel,14712.0,11.0,6574.0,Credit Card,Expense 2764,Amazon,Delhi
2765,2025-07-03,Shopping,14999.0,3.0,22345.0,Net Banking,Expense 2765,Swiggy,Delhi
2766,2025-02-04,Transport,5272.0,4.0,16137.0,Debit Card,Expense 2766,Medical Store,Rajkot
2767,2025-06-02,Rent,,6.0,44616.0,Wallet,Expense 2767,Zomato,Pune
2768,2025-06-08,Rent,16939.0,11.0,12417.0,Net Banking,Expense 2768,Swiggy,Pune
2769,2025-10-26,Entertainment,9897.0,10.0,9318.0,Cash,Expense 2769,Zomato,Jaipur
2770,2025-07-09,Food,15306.0,11.0,43938.0,Debit Card,Expense 2770,Flipkart,Surat
2771,2025-02-24,Education,,12.0,24738.0,Credit Card,Expense 2771,Ola,Ahmedabad
2772,2025-09-13,Shopping,5534.0,10.0,27873.0,Cash,Expense 2772,DMart,Pune
2773,2025-04-27,Groceries,4058.0,10.0,58579.0,Cash,Expense 2773,Zomato,Bangalore
2774,2025-11-02,Entertainment,9474.0,3.0,,Wallet,Expense 2774,DMart,Vadodara
2775,2025-05-16,Medical,17611.0,8.0,29155.0,UPI,Expense 2775,Big Bazaar,Rajkot
2776,2025-11-24,Transport,91.0,,37807.0,Debit Card,Expense 2776,Zomato,Jaipur
2777,2025-09-07,Groceries,9739.0,15.0,8433.0,Cash,Expense 2777,Swiggy,Jaipur
2778,2025-08-16,Transport,10868.0,6.0,29974.0,Credit Card,Expense 2778,Uber,Rajkot
2779,2025-01-18,Travel,18858.0,6.0,22576.0,Debit Card,Expense 2779,Medical Store,Rajkot
2780,2025-01-08,Groceries,5725.0,2.0,,Net Banking,Expense 2780,Uber,Surat
2781,2025-05-26,Rent,6583.0,13.0,39392.0,Wallet,,Flipkart,Ahmedabad
2782,2025-06-03,Bills,7295.0,8.0,6691.0,UPI,,DMart,Hyderabad
2783,2025-03-04,Rent,8565.0,14.0,,UPI,Expense 2783,Reliance Fresh,Hyderabad
2784,2025-03-11,Education,60.0,14.0,24923.0,UPI,Expense 2784,Reliance Fresh,Surat
2785,2025-01-14,Shopping,7602.0,1.0,12608.0,UPI,Expense 2785,Medical Store,Hyderabad
2786,2025-11-09,Health,11363.0,14.0,39959.0,Debit Card,Expense 2786,Big Bazaar,Vadodara
